restaurant_code,canonical_name,city,michelin_stars,address,match_status,confidence,notes
rest_0144,Spectrum,Amsterdam,2,"Herengracht 542-556, 1017 CG Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0110,Tribeca,Heeze,2,"Kapelstraat 49, 5591 HE Heeze",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0114,Vinkeles,Amsterdam,2,"Keizersgracht 384, 1016 GA Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0005,Alma,Oisterwijk,1,"Lind 28, 5061 HT Oisterwijk",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0007,Amarone,Rotterdam,1,"Meent 72, 3011 JN Rotterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0009,Apicius,Castricum,1,"Dorpsstraat 67, 1901 EC Castricum",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0011,Au Coin des Bons Enfants,Maastricht,1,"Ezelmarkt 4, 6211 LJ Maastricht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0012,Beluga loves you,Maastricht,1,"Plein 1992 12, 6221 CJ Maastricht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0013,Bistro de la Mer,Amsterdam,1,"Spuistraat 294, 1012 VS Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0014,Bolenius Rembrandtpark,Amsterdam,1,"George Gershwinlaan 30, 1082 MT Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0016,Bougainville,Amsterdam,1,"Dam 9, 1012 JS Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0017,Brass Boer Thuis,Zwolle,1,"Melkmarkt 9, 8011 MR Zwolle",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0019,Calla's,The Hague,1,"Laan van Roos en Doorn 51, 2514 BC The Hague",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0021,Central Park,Voorburg,1,"Oosteinde 14, 2271 EH Voorburg",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0022,Chateau Neercanne,Maastricht,1,"Von Dopfflaan 10, 6213 NG Maastricht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0023,Cheval Blanc,Heemstede,1,"Heemsteedse Dreef 7, 2102 KN Heemstede",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0024,Choux,Amsterdam,1,"De Ruijterkade 128, 1011 AC Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0026,Codium,Goes,1,"Singelstraat 11, 4461 CG Goes",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0028,CUE,Amsterdam,1,"Weesperzijde 15, 1091 EC Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0029,Da Vinci,Maasbracht,1,"Zanddijk 4, 6051 CX Maasbracht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0031,De Heeren van Harinxma,Beetsterzwaag,1,"Van Harinxmaweg 2, 9244 CJ Beetsterzwaag",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0032,De Juwelier,Amsterdam,1,"Utrechtsestraat 141, 1017 VM Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0033,De kas,Amsterdam,1,"Kamerlingh Onneslaan 3, 1097 DE Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0034,De Kromme Dissel,Heelsum,1,"Heuvelakkerweg 5, 6866 DS Heelsum",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0035,De Kromme Watergang,Hoofdplaat,1,"Havenweg 1, 4515 RK Hoofdplaat",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0036,De Leuf,Ubachsberg,1,"Bosweg 6, 6367 BG Ubachsberg",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0039,De Nederlanden,Vreeland,1,"Duinkerken 3, 3633 EM Vreeland",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0043,Demain,Cadzand,1,"Visserijweg 1, 4506 CH Cadzand",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0050,Herberg Onder de Linden,Groningen,1,"Schipslootweg 13, 9832 BZ Aduard",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0153,Joann,Enschede,1,"Nijverheidstraat 2, 7511 JM Enschede",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0052,Joelia,Rotterdam,1,"Kruiskade 6, 3012 EH Rotterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0054,Kaatje bij de Sluis,Blokzijl,1,"Brouwersgracht 20, 8356 DX Blokzijl",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0055,Karel 5,Utrecht,1,"Geertebolwerk 1, 3511 XA Utrecht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0056,La Provence,Driebergen,1,"Langbroekerdijk A 14, 3947 BE Driebergen-Rijsenburg",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0057,Lars Amsterdam,Amsterdam,1,"Danzigerkade 5, 1013 AP Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0062,Lizz,Gouda,1,"Lange Tiendeweg 34, 2801 KD Gouda",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0063,Lutum,Wijk bij Duurstede,1,"Markt 35, 3961 BL Wijk bij Duurstede",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0064,Maeve,Utrecht,1,"Springweg 13, 3511 VJ Utrecht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0065,Marrees,Weert,1,"Maaseikerweg 16, 6006 AB Weert",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0066,ML,Haarlem,1,"Kleine Houtstraat 70, 2011 DS Haarlem",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0068,Monarh,Tilburg,1,"Willem II Straat 19, 5038 BD Tilburg",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0069,MOS,Amsterdam,1,"Prins Hendrikkade 108, 1011 AK Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0070,Nami,Cromvoirt,1,"Molenstraat 7, 5113 AL Cromvoirt",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0072,Noor,Groningen,1,"Herestraat 123, 9711 AG Groningen",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0073,Novaela,Delft,1,"Bagijnhof 118, 2611 AS Delft",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0074,O&O,Sint Willebrord,1,"Molenstraat 35, 4711 BB Sint Willebrord",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0075,Odille,Sint-Oedenrode,1,"Markt 3, 5492 CA Sint-Oedenrode",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0150,Olde Marckt,Aalten,1,"Markt 10, 7121 CS Aalten",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0076,One,Roermond,1,"Minderbroederssingel 4, 6041 KM Roermond",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0081,Perceel,Capelle aan de Ijssel,1,"Algerastraat 22, 2909 LB Capelle aan den IJssel",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0082,Pieters Restaurant,Bergambacht,1,"Klundertseweg 16, 2972 AK Bergambacht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0083,Ratatouille Food & Wine,Haarlem,1,"Lange Veerstraat 19, 2011 DD Haarlem",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0084,Restaurant 1857,Roosendaal,1,"Kade 7, 4701 PC Roosendaal",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0086,Restaurant Affect,Zwolle,1,"Luttenbergstraat 4, 8012 EE Zwolle",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0087,Restaurant Atelier,Gulpen,1,"Dorpsstraat 45, 6271 BN Gulpen",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0088,Restaurant Calva,Nootdorp,1,"Laan 1940-1945 43, 2636 SG Nootdorp",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0089,Restaurant de Burgemeester,Linschoten,1,"Dorpsstraat 102, 3461 BL Linschoten",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0090,Restaurant kasteel Heemstede,Houten,1,"Heemsteedse Dreef 20, 3992 LD Houten",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
