gm_candidate_id,name,city,country,country_code,address,website,gault_millau_url,score,toques,distinction,guide_year,source_url,retrieval_date,confidence,notes
gm_021,Brut172,Reijmerstok,Netherlands,NL,"Reijmerstokkerdorpsstraat 143, 6274 NK Reijmerstok",brut172.com,https://www.gault-millau.nl/en/restaurants/brut172-reijmerstok,19,,,2026,https://www.gault-millau.nl,2026-08-11,high,
gm_022,Ciel Bleu,Amsterdam,Netherlands,NL,"Ferdinand Bolstraat 333, 1072 LH Amsterdam",cielbleu.nl,https://www.gault-millau.nl/en/restaurants/ciel-bleu-amsterdam,19,,,2026,https://www.gault-millau.nl,2026-08-11,high,
gm_023,Tribeca,Heeze,Netherlands,NL,"Jan Deckersstraat 7, 5591 HN Heeze",restaurant-tribeca.com,https://www.gault-millau.nl/en/restaurants/tribeca-heeze,19,,,2026,https://www.gault-millau.nl,2026-08-11,high,
gm_024,212,Amsterdam,Netherlands,NL,"Amstel 212, 1017 AH Amsterdam",212.amsterdam,https://www.gault-millau.nl/en/restaurants/212-amsterdam,18.5,,,2026,https://www.gault-millau.nl,2026-08-11,high,
gm_025,De Lindenhof,Giethoorn,Netherlands,NL,"Beulakerweg 77, 8355 AC Giethoorn",restaurantdelindenhof.nl,https://www.gault-millau.nl/en/restaurants/de-lindenhof-giethoorn,18,,,2026,https://www.gault-millau.nl,2026-08-11,high,
gm_026,Flore,Amsterdam,Netherlands,NL,"Nieuwe Doelenstraat 2-14, 1012 CP Amsterdam",restaurantflore.com,https://www.gault-millau.nl/en/restaurants/flore-amsterdam,18,,,2026,https://www.gault-millau.nl,2026-08-11,high,
gm_027,Fred,Rotterdam,Netherlands,NL,"Boompjes 41, 3011 XB Rotterdam",restaurantfred.nl,https://www.gault-millau.nl/en/restaurants/fred-rotterdam,18,,,2026,https://www.gault-millau.nl,2026-08-11,high,
gm_028,GEM.,Gemert,Netherlands,NL,"Kasteellaan 1, 5421 CB Gemert",restaurantgem.com,https://www.gault-millau.nl/en/restaurants/gem-gemert,18,4,,2026,https://www.gault-millau.nl,2026-08-11,high,"explicit ""4 koksmutsen"" on profile"
gm_029,'t Nonnetje,Harderwijk,Netherlands,NL,"Vischmarkt 38, 3841 BG Harderwijk",hetnonnetje.nl,https://www.gault-millau.nl/en/restaurants/t-nonnetje-harderwijk,18,,,2026,https://www.gault-millau.nl,2026-08-11,high,
gm_030,Azurite,Delft,Netherlands,NL,"Houttuinen 2, 2611 DX Delft",restaurantazurite.nl,https://www.gault-millau.nl/en/restaurants/azurite-delft,17.5,,,2026,https://www.gault-millau.nl,2026-08-11,high,
gm_031,De Bokkedoorns,Overveen,Netherlands,NL,not found,not found,https://www.gault-millau.nl/en/restaurants/de-bokkedoorns-overveen,17.5,,,2026,https://www.gault-millau.nl,2026-08-11,medium,"from sorted listing only, profile not opened"
gm_032,De Nieuwe Winkel,Nijmegen,Netherlands,NL,not found,not found,https://www.gault-millau.nl/en/restaurants/de-nieuwe-winkel-nijmegen,17.5,,,2026,https://www.gault-millau.nl,2026-08-11,medium,from sorted listing only
gm_033,De Treeswijkhoeve,Waalre,Netherlands,NL,not found,not found,https://www.gault-millau.nl/en/restaurants/de-treeswijkhoeve-waalre,17.5,,,2026,https://www.gault-millau.nl,2026-08-11,medium,from sorted listing only
gm_034,Parkheuvel,Rotterdam,Netherlands,NL,not found,not found,https://www.gault-millau.nl/en/restaurants/parkheuvel-rotterdam,17.5,,,2026,https://www.gault-millau.nl,2026-08-11,medium,from sorted listing only
gm_035,Boury,Roeselare,Belgium,BE,"Rumbeeksesteenweg 300, 8800 Roeselare",restaurantboury.be,https://www.gaultmillau.be/en/restaurants/boury-roeselare,19,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_036,L'air du temps,Eghezée (Liernu),Belgium,BE,"Rue de la Croix Monet 2, 5310 Eghezée (Liernu)",airdutemps.be,https://www.gaultmillau.be/en/restaurants/lair-du-temps-eghezee-liernu,19,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_037,The Jane,Antwerpen,Belgium,BE,"Limastraat 5, 2000 Antwerpen",thejaneantwerp.com,https://www.gaultmillau.be/en/restaurants/the-jane-antwerpen,18.5,4,,2026,https://www.gaultmillau.be,2026-08-11,high,"explicit ""4 koksmutsen"" on profile"
gm_038,Zilte,Antwerpen,Belgium,BE,"Hanzestedenplaats 5, 2000 Antwerpen",zilte.be,https://www.gaultmillau.be/en/restaurants/zilte-antwerpen,18.5,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_039,Arabelle Meirlaen,Marchin,Belgium,BE,"Chemin de Bertrandfontaine 7, 4570 Marchin",arabelle.be,https://www.gaultmillau.be/en/restaurants/arabelle-meirlaen-marchin,18,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_040,Bartholomeus,Knokke-Heist,Belgium,BE,"Zeedijk 267, 8301 Knokke-Heist",restaurantbartholomeus.be,https://www.gaultmillau.be/en/restaurants/bartholomeus-knokke-heist,18,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_041,De Jonkman,Brugge (Sint-Kruis),Belgium,BE,"Maalsesteenweg 438, 8310 Brugge (Sint-Kruis)",dejonkman.be,https://www.gaultmillau.be/en/restaurants/de-jonkman-brugge-sint-kruis,18,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_042,Hertog Jan,Antwerpen,Belgium,BE,"Lange Gasthuisstraat 51, 2000 Antwerpen",hertog-jan.com,https://www.gaultmillau.be/en/restaurants/hertog-jan-antwerpen,18,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_043,Hof van Cleve,Kruisem,Belgium,BE,"Riemegemstraat 1, 9770 Kruisem",hofvancleve.com,https://www.gaultmillau.be/en/restaurants/hof-van-cleve-kruisem,18,,,2026,https://www.gaultmillau.be,2026-08-11,high,"went unscored in the 2024 edition per secondary source (VRT), rescored by 2026"
gm_044,Nuance,Duffel,Belgium,BE,"Kiliaanstraat 6-8, 2570 Duffel",resto-nuance.be,https://www.gaultmillau.be/en/restaurants/nuance-duffel,18,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_045,Slagmolen,Oudsbergen,Belgium,BE,"Molenweg 177, 3660 Oudsbergen",slagmolen.be,https://www.gaultmillau.be/en/restaurants/slagmolen-oudsbergen,18,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_046,Bozar Restaurant,Bruxelles,Belgium,BE,not found,not found,https://www.gaultmillau.be/en/restaurants/bozar-restaurant-bruxelles,17.5,,,2026,https://www.gaultmillau.be,2026-08-11,medium,from sorted listing only
gm_047,Comme chez Soi,Bruxelles,Belgium,BE,not found,not found,https://www.gaultmillau.be/en/restaurants/comme-chez-soi-bruxelles,17.5,,,2026,https://www.gaultmillau.be,2026-08-11,medium,from sorted listing only
gm_048,Cuchara,Lommel,Belgium,BE,not found,not found,https://www.gaultmillau.be/en/restaurants/cuchara-lommel,17.5,,,2026,https://www.gaultmillau.be,2026-08-11,medium,from sorted listing only
gm_049,La Paix,Bruxelles (Anderlecht),Belgium,BE,not found,not found,https://www.gaultmillau.be/en/restaurants/la-paix-bruxelles-anderlecht,17.5,,,2026,https://www.gaultmillau.be,2026-08-11,medium,from sorted listing only
gm_050,Martino,Gent,Belgium,BE,not found,not found,https://www.gaultmillau.be/en/hip/martino-gent,,,H!P of the Year 2026 (unscored category),2026,https://www.gaultmillau.be,2026-08-11,high,"H!P is a separate unscored selection, distinct from main Restaurants list"
gm_051,Cheval Blanc by Peter Knogl,Basel,Switzerland,CH,"Blumenrain 8, 4001 Basel (Grand Hotel Les Trois Rois)",chevalblancbasel.com,https://www.gaultmillau.ch/restaurants/grand-hotel-les-trois-rois-18250,19,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,"score from editorial round-up, not shown on profile page itself"
gm_052,Stucki / Tanja Grandits,Basel,Switzerland,CH,"Bruderholzallee 42, 4059 Basel",tanjagrandits.ch,https://www.gaultmillau.ch/restaurants/stucki-tanja-grandits-18543,19,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_053,"La Brezza, Eden Roc",Ascona,Switzerland,CH,"Via Albarelle 16, 6612 Ascona",edenroc.ch,https://www.gaultmillau.ch/restaurants/eden-roc-154755,19,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_054,"La Brezza, Tschuggen Grand Hotel",Arosa,Switzerland,CH,"Tschuggentorweg 1, 7050 Arosa",tschuggen.ch,https://www.gaultmillau.ch/restaurants/tschuggen-grand-hotel-18626,19,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,"distinct property from the Ascona La Brezza - same restaurant name, different physical location, do not conflate when matching"
gm_055,Restaurant de l'Hôtel de Ville de Crissier,Crissier,Switzerland,CH,"Rue d'Yverdon 1, 1023 Crissier",restaurantcrissier.com,https://www.gaultmillau.ch/restaurants/restaurant-de-lhotel-de-ville-de-crissier-18867,19,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_056,"The Restaurant, The Dolder Grand",Zürich,Switzerland,CH,"Kurhausstrasse 65, 8032 Zürich",thedoldergrand.com,https://www.gaultmillau.ch/restaurants/the-dolder-grand-18388,19,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_057,Schloss Schauenstein,Fürstenau,Switzerland,CH,"Obergass 15, 7414 Fürstenau",schauenstein.ch,https://www.gaultmillau.ch/restaurants/schloss-schauenstein-18105,19,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_058,Domaine de Châteauvieux,Satigny,Switzerland,CH,"Chemin de Châteauvieux 16, 1242 Satigny",chateauvieux.ch,https://www.gaultmillau.ch/restaurants/domaine-de-chateauvieux-18354,19,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_059,The Counter,Zürich,Switzerland,CH,"Bahnhofplatz 15, 8001 Zürich",the-counter.ch,https://www.gaultmillau.ch/restaurants/the-counter-729702,18,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_060,Des Trois Tours,Fribourg-Bourguillon,Switzerland,CH,not found,not found,https://www.gaultmillau.ch/restaurants/des-trois-tours-522267,18,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_061,JAN (Jan Hartwig),München,Germany,DE,"Luisenstraße 27, 80333 München",jan-hartwig.com,not found (gaultmillau.de unreachable),,5 red Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"points abolished in Germany 2022, N/A by design; site down, secondary-sourced"
gm_062,Restaurant Vendôme,Bergisch Gladbach,Germany,DE,not found,not found,not found,,5 red Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chef Joachim Wissler; site down, secondary-sourced"
gm_063,Schwarzwaldstube,Baiersbronn,Germany,DE,not found,not found,not found,,5 red Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chef Torsten Michel; site down, secondary-sourced"
gm_064,Victor's Fine Dining by Christian Bau,Perl,Germany,DE,not found,not found,not found,,5 red Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"site down, secondary-sourced"
gm_065,Waldhotel Sonnora,Dreis,Germany,DE,not found,not found,not found,,5 red Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chef Clemens Rambichler; site down, secondary-sourced"
gm_066,Aqua,Wolfsburg,Germany,DE,not found,not found,not found,,5 black Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chef Sven Elverfeld; site down, secondary-sourced"
gm_067,es:senz,Grassau,Germany,DE,not found,not found,not found,,5 black Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chef Edip Sigl; site down, secondary-sourced"
gm_068,Horváth,Berlin,Germany,DE,not found,not found,not found,,5 black Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chef Sebastian Frank; site down, secondary-sourced"
gm_069,IKIGAI,Krün,Germany,DE,not found,not found,not found,,5 black Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chef Christopher Rainer; site down, secondary-sourced"
gm_070,Lafleur,Frankfurt am Main,Germany,DE,not found,not found,not found,,5 black Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chef Andreas Krolik; site down, secondary-sourced"
gm_071,Restaurant Haerlin,Hamburg,Germany,DE,not found,not found,not found,,5 black Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chef Christoph Rüffer; site down, secondary-sourced"
gm_072,Rutz Restaurant,Berlin,Germany,DE,not found,not found,not found,,5 black Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chefs Marco Müller/Dennis Quetsch; site down, secondary-sourced"
gm_073,schanz.restaurant,Piesport,Germany,DE,not found,not found,not found,,5 black Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"chef Thomas Schanz; site down, secondary-sourced"
gm_074,The Table Kevin Fehling,Hamburg,Germany,DE,not found,not found,not found,,5 black Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"site down, secondary-sourced"
gm_075,Restaurant Tim Raue,Berlin,Germany,DE,not found,not found,not found,,5 black Hauben,,2025,https://www.tageskarte.io/gastronomie/detail/gault-millau-2025-deutschland-alle-listen-alle-restaurants.html,2026-08-11,low,"site down, secondary-sourced"
gm_076,Steirereck im Stadtpark,Wien,Austria,AT,"Am Heumarkt 2A, 1030 Wien",steirereck.at,https://www.gaultmillau.at/restaurant/steirereck-im-stadtpark-2,19,5,,2026,https://www.gaultmillau.at,2026-08-11,high,
gm_077,Amador,Wien,Austria,AT,"Grinzinger Straße 86, 1190 Wien",restaurant-amador.com,https://www.gaultmillau.at/restaurant/amador-2,19,5,,2026,https://www.gaultmillau.at,2026-08-11,high,
gm_078,Landhaus Bacher,Mautern,Austria,AT,"Südtirolerplatz 2, 3512 Mautern",landhaus-bacher.at,https://www.gaultmillau.at/restaurant/landhaus-bacher,19,5,,2026,https://www.gaultmillau.at,2026-08-11,high,
gm_079,Konstantin Filippou,Wien,Austria,AT,not found,not found,not found (guessed slug 404'd),19,5,,2026,https://www.vinaria.at/magazin/artikeldetailseite/gaultmillau-2026-alle-hauben-auf-einen-blick,2026-08-11,medium,profile URL not confirmed live
gm_080,Silvio Nickol Gourmet Restaurant,Wien,Austria,AT,not found,not found,not found,19,5,,2026,https://www.vinaria.at/magazin/artikeldetailseite/gaultmillau-2026-alle-hauben-auf-einen-blick,2026-08-11,medium,
gm_081,Ikarus,Salzburg,Austria,AT,not found,not found,not found,19,5,,2026,https://www.vinaria.at/magazin/artikeldetailseite/gaultmillau-2026-alle-hauben-auf-einen-blick,2026-08-11,medium,
gm_082,Obauer,Werfen,Austria,AT,not found,not found,not found,19,5,,2026,https://www.vinaria.at/magazin/artikeldetailseite/gaultmillau-2026-alle-hauben-auf-einen-blick,2026-08-11,medium,
gm_083,Döllerer,Golling,Austria,AT,not found,not found,not found,19,5,,2026,https://www.vinaria.at/magazin/artikeldetailseite/gaultmillau-2026-alle-hauben-auf-einen-blick,2026-08-11,medium,
gm_084,Stüva,Ischgl,Austria,AT,not found,not found,not found,19,5,,2026,https://www.vinaria.at/magazin/artikeldetailseite/gaultmillau-2026-alle-hauben-auf-einen-blick,2026-08-11,medium,
gm_085,Gourmet Restaurant Hubert Wallner,Dellach-Wörthersee,Austria,AT,not found,not found,not found,18.5,4,,2026,https://gaumenhoch.at/wissen/gaultmillau-hauben-2026/,2026-08-11,medium,
gm_086,Taubenkobel,Schützen am Gebirge,Austria,AT,not found,not found,not found,18.5,4,,2026,https://gaumenhoch.at/wissen/gaultmillau-hauben-2026/,2026-08-11,medium,
gm_087,Mraz & Sohn,Wien,Austria,AT,not found,not found,not found,18.5,4,,2026,https://gaumenhoch.at/wissen/gaultmillau-hauben-2026/,2026-08-11,medium,
