gm_candidate_id,name,city,country,address,website,gault_millau_url,score,toques,distinction,guide_year,source_url,retrieval_date,confidence,notes
gm_014,Passédat - Le Petit Nice,Marseille,France,13007 Marseille (street not found),not found,https://fr.gaultmillau.com/en/restaurants/passedat-le-petit-nice-restaurant,18.5,4,,2026,https://fr.gaultmillau.com/en/restaurants/,2026-08-11,medium,
gm_015,Épicure - Le Bristol Paris,Paris,France,"112 Rue du Faubourg Saint-Honoré, 75008 Paris",oetkerhotels.com,https://fr.gaultmillau.com/en/restaurants/epicure-le-bristol-paris,17.5,4,,2026,https://fr.gaultmillau.com/en/restaurants/,2026-08-11,high,
gm_016,Restaurant Christopher Coutanceau,La Rochelle,France,"Plage de la Concurrence, 17000 La Rochelle",christophercoutanceau.com,https://fr.gaultmillau.com/en/restaurants/restaurant-christopher-coutanceau,17,4,,2026,https://fr.gaultmillau.com/en/restaurants/,2026-08-11,high,
gm_017,"Bras, Le Suquet",Laguiole,France,"Route de l'Aubrac, 12210 Laguiole",bras.fr,https://fr.gaultmillau.com/en/restaurants/bras-le-suquet,17,4,,2026,https://fr.gaultmillau.com/en/restaurants/,2026-08-11,high,
gm_018,Le Neuvième Art,Lyon,France,not found,leneuviemeart.com,https://fr.gaultmillau.com/en/restaurants/le-neuvieme-art,17,4,,2026,https://fr.gaultmillau.com/en/restaurants/,2026-08-11,medium,website from secondary source
gm_019,"Une Table, au Sud",Marseille,France,13002 Marseille (street not found),not found,https://fr.gaultmillau.com/en/restaurants/une-table-au-sud,16,3,,2026,https://fr.gaultmillau.com/en/restaurants/,2026-08-11,high,
gm_030,Azurite,Delft,Netherlands,"Houttuinen 2, 2611 DX Delft",restaurantazurite.nl,https://www.gault-millau.nl/en/restaurants/azurite-delft,17.5,,,2026,https://www.gault-millau.nl,2026-08-11,high,
gm_036,L'air du temps,Eghezée (Liernu),Belgium,"Rue de la Croix Monet 2, 5310 Eghezée (Liernu)",airdutemps.be,https://www.gaultmillau.be/en/restaurants/lair-du-temps-eghezee-liernu,19,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_037,The Jane,Antwerpen,Belgium,"Limastraat 5, 2000 Antwerpen",thejaneantwerp.com,https://www.gaultmillau.be/en/restaurants/the-jane-antwerpen,18.5,4,,2026,https://www.gaultmillau.be,2026-08-11,high,"explicit ""4 koksmutsen"" on profile"
gm_039,Arabelle Meirlaen,Marchin,Belgium,"Chemin de Bertrandfontaine 7, 4570 Marchin",arabelle.be,https://www.gaultmillau.be/en/restaurants/arabelle-meirlaen-marchin,18,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_045,Slagmolen,Oudsbergen,Belgium,"Molenweg 177, 3660 Oudsbergen",slagmolen.be,https://www.gaultmillau.be/en/restaurants/slagmolen-oudsbergen,18,,,2026,https://www.gaultmillau.be,2026-08-11,high,
gm_047,Comme chez Soi,Bruxelles,Belgium,not found,not found,https://www.gaultmillau.be/en/restaurants/comme-chez-soi-bruxelles,17.5,,,2026,https://www.gaultmillau.be,2026-08-11,medium,from sorted listing only
gm_049,La Paix,Bruxelles (Anderlecht),Belgium,not found,not found,https://www.gaultmillau.be/en/restaurants/la-paix-bruxelles-anderlecht,17.5,,,2026,https://www.gaultmillau.be,2026-08-11,medium,from sorted listing only
gm_050,Martino,Gent,Belgium,not found,not found,https://www.gaultmillau.be/en/hip/martino-gent,,,H!P of the Year 2026 (unscored category),2026,https://www.gaultmillau.be,2026-08-11,high,"H!P is a separate unscored selection, distinct from main Restaurants list"
gm_056,"The Restaurant, The Dolder Grand",Zürich,Switzerland,"Kurhausstrasse 65, 8032 Zürich",thedoldergrand.com,https://www.gaultmillau.ch/restaurants/the-dolder-grand-18388,19,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_058,Domaine de Châteauvieux,Satigny,Switzerland,"Chemin de Châteauvieux 16, 1242 Satigny",chateauvieux.ch,https://www.gaultmillau.ch/restaurants/domaine-de-chateauvieux-18354,19,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_060,Des Trois Tours,Fribourg-Bourguillon,Switzerland,not found,not found,https://www.gaultmillau.ch/restaurants/des-trois-tours-522267,18,,,2026,https://gourmoer.ch/2025/10/06/gault-millau-schweiz-2026/,2026-08-11,medium,
gm_085,Gourmet Restaurant Hubert Wallner,Dellach-Wörthersee,Austria,not found,not found,not found,18.5,4,,2026,https://gaumenhoch.at/wissen/gaultmillau-hauben-2026/,2026-08-11,medium,
