country_code,name,region,restaurant_count,candidate_ids,spelling_variants_collapsed,notes
BE,Sint-Denijs,,1,be_048,,"Parenthetical '(Zwevegem)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Sint-Denijs' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
BE,Sint-Denijs-Westrem,,1,be_035,,"Parenthetical '(Gent)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Sint-Denijs-Westrem' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
BE,Sint-Idesbald,,1,be_043,,"Parenthetical '(Koksijde)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Sint-Idesbald' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
BE,Sint-Katelijne-Waver,,1,be_018,,
BE,Sint-Kruis,,1,be_045,,"Parenthetical '(Brugge)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Sint-Kruis' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
BE,Sint-Martens-Bodegem,,1,be_075,,"Parenthetical '(Dilbeek)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Sint-Martens-Bodegem' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
BE,Sint-Martens-Voeren,,1,be_062,,
BE,Soheit-Tinlot,,1,be_092,,
BE,Temploux,,1,be_104,,
BE,Tienen,,1,be_069,,
BE,Tongeren,,2,be_058;be_061,,
BE,Turnhout,,1,be_020,,
BE,Villers-sur-Lesse,,1,be_105,,
BE,Waasmunster,,1,be_034,,
BE,Woluwe-Saint-Lambert,,1,be_079,,
BE,Wommelgem,,1,be_026,,
BE,Wéris,,1,be_117,,"Parenthetical '(Durbuy)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Wéris' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
BE,Zedelgem,,1,be_041,,
BE,Zele,,1,be_029,,
BE,Zonhoven,,1,be_064,,
FR,Ainhoa,,1,fr_0537,,
FR,Aix-en-Provence,,3,fr_0445;fr_0454;fr_0456,,
FR,Alixan,,1,fr_0334,,
FR,Alleyras,,1,fr_0342,,
FR,Altillac,,1,fr_0350,,
FR,Amboise,,1,fr_0264,,
FR,Ammerschwihr,,1,fr_0209,,
FR,Ansouis,,1,fr_0423,,
FR,Arcachon,,1,fr_0425,,
FR,Arcangues,,1,fr_0527,,
FR,Argentan,,1,fr_0220,,
FR,Arles,,1,fr_0443,,
FR,Arès,,1,fr_0417,,
FR,Aumont-Aubrac,,1,fr_0352,,
FR,Aureville,,1,fr_0498,,
FR,Autrans-Méaudre en Vercors,,1,fr_0323,,
FR,Avignon,,1,fr_0396,,
FR,Baden,,1,fr_0285,,
FR,Baerenthal,,1,fr_0044,,
FR,Bagnoles-de-l'Orne,,1,fr_0238,,
FR,Bandol,,1,fr_0508,,
FR,Barbentane,,1,fr_0403,,
FR,Barr,,1,fr_0197,,
FR,Beaulieu-sur-Mer,,1,fr_0448,,
FR,Beaune,,2,fr_0252;fr_0256,,
FR,Belcastel,,1,fr_0368,,
FR,Belle-Église,,1,fr_0034,,
FR,Biarritz,,2,fr_0524;fr_0525,,
FR,Bidart,,1,fr_0530,,
FR,Biot,,1,fr_0458,,
FR,Blainville-sur-Mer,,1,fr_0244,,
FR,Blois,,2,fr_0247;fr_0248,,
FR,Boeschepe,,1,fr_0005,,
FR,Boismorand,,1,fr_0218,,
FR,Bommes,,1,fr_0406,,
FR,Bonifacio,,1,fr_0543,,
FR,Bonnieux,,3,fr_0404;fr_0409;fr_0411,,
FR,Bonnétage,,1,fr_0249,,
FR,Bordeaux,,10,fr_0381;fr_0382;fr_0383;fr_0384;fr_0385;fr_0387;fr_0388;fr_0389;fr_0390;fr_0391,,
FR,Bouliac,,1,fr_0386,,
FR,Boulleret,,1,fr_0240,,
FR,Bourg-Charente,,1,fr_0339,,
FR,Brantôme,,1,fr_0345,,
FR,Brem-sur-Mer,,1,fr_0320,,
FR,Brest,,1,fr_0315,,
FR,Brive-la-Gaillarde,,1,fr_0346,,
FR,Bry,,1,fr_0009,,
FR,Brétignolles-sur-Mer,,1,fr_0318,,
FR,Busnes,,1,fr_0011,,
FR,Béziers,,2,fr_0492;fr_0493,,
FR,Cabourg,,1,fr_0200,,
FR,Cadenet,,1,fr_0422,,
FR,Caen,,1,fr_0215,,
FR,Calas-Cabriès,,1,fr_0462,,
FR,Calvisson,,1,fr_0418,,
FR,Cancale,,1,fr_0267,,
FR,Cannes,,1,fr_0465,,
FR,Carcassonne,,1,fr_0514,,
FR,Carnac,,1,fr_0292,,
FR,Carry-le-Rouet,,1,fr_0477,,
FR,Cassel,,1,fr_0008,,
FR,Cassis,,1,fr_0497,,
FR,Cellettes,,1,fr_0253,,
FR,Chagny,,1,fr_0261,,
FR,Champillon,,1,fr_0024,,
FR,Chantilly,,1,fr_0031,,
FR,Charmes-sur-Rhône,,1,fr_0344,,
FR,Charols,,1,fr_0355,,
FR,Chartres,,1,fr_0203,,
FR,Chassy,,1,fr_0217,,
FR,Chaudes-Aigues,,1,fr_0347,,
FR,Cherbourg-en-Cotentin,,1,fr_0224,,
FR,Cheverny,,1,fr_0257,,
FR,Chonas-l'Amballan,,1,fr_0287,,
FR,Châlons-en-Champagne,,1,fr_0030,,
FR,Château-Arnoux-Saint-Auban,,1,fr_0379,,
FR,Ciboure,,1,fr_0535,,
FR,Cognac,,2,fr_0341;fr_0343,,
FR,Collioure,,1,fr_0528,,
FR,Colmar,,3,fr_0212;fr_0213;fr_0214,,
FR,Colombey-les-Deux-Églises,,1,fr_0182,,
FR,Colombières-sur-Orb,,1,fr_0459,,
FR,Colomiers,,1,fr_0480,,
FR,Colroy-la-Roche,,1,fr_0190,,
FR,Combrit,,1,fr_0325,,
FR,Conques-en-Rouergue,,1,fr_0362,,
FR,Corrençon-en-Vercors,,1,fr_0330,,
FR,Couilly-Pont-aux-Dames,,1,fr_0036,,
FR,Courban,,1,fr_0202,,
FR,Courcelles-sur-Vesle,,1,fr_0016,,
FR,Courchevel,,8,fr_0296;fr_0297;fr_0298;fr_0299;fr_0303;fr_0304;fr_0305;fr_0307,,
FR,Croix,,1,fr_0002,,
FR,Cucuron,,1,fr_0419,,
FR,Céret,,1,fr_0536,,
FR,Danjoutin,,1,fr_0226,,
FR,Deauville,,2,fr_0193;fr_0194,,
FR,Dieppe,,1,fr_0028,,
FR,Dijon,,6,fr_0231;fr_0232;fr_0233;fr_0234;fr_0235;fr_0236,,
FR,Dinard,,1,fr_0272,,
FR,Dole,,1,fr_0251,,
FR,Drusenheim,,1,fr_0177,,
FR,Ensisheim,,1,fr_0219,,
FR,Espelette,,1,fr_0531,,
FR,Eugénie-les-Bains,,2,fr_0515;fr_0516,,
FR,Faulquemont,,1,fr_0032,,
FR,Flassans-sur-Issole,,1,fr_0476,,
FR,Flayosc,,1,fr_0461,,
FR,Floressas,,1,fr_0380,,
FR,Fondettes,,1,fr_0269,,
FR,Fontainebleau,,1,fr_0188,,
FR,Fontjoncouse,,1,fr_0517,,
FR,Gambais,,1,fr_0178,,
FR,Garons,,1,fr_0420,,
FR,Gevrey-Chambertin,,1,fr_0241,,
FR,Gien,,1,fr_0223,,
FR,Gigondas,,1,fr_0375,,
FR,Giverny,,1,fr_0168,,
FR,Grane,,1,fr_0348,,
FR,Granges-les-Beaumont,,1,fr_0327,,
FR,Grenoble,,1,fr_0317,,
FR,Grignan,,1,fr_0361,,
FR,Guéthary,,1,fr_0529,,
FR,Gémenos,,1,fr_0488,,
FR,Hagondange,,1,fr_0022,,
FR,Hasparren,,1,fr_0526,,
FR,Illhaeusern,,1,fr_0207,,
FR,Issy-les-Moulineaux,,1,fr_0166,,
FR,Joigny,,1,fr_0205,,
FR,Joucas,,1,fr_0399,,
FR,Juan-les-Pins,,1,fr_0464,,
FR,Kaysersberg,,2,fr_0206;fr_0208,,
FR,Kervignac,,1,fr_0291,,
FR,L'Herbaudière,,1,fr_0306,,
FR,L'Isle-sur-la-Sorgue,,1,fr_0400,,
FR,La Ciotat,,2,fr_0504;fr_0505,,
FR,La Colle-sur-Loup,,1,fr_0442,,
FR,La Croix-Valmer,,1,fr_0509,,
FR,La Ferrière-aux-Étangs,,1,fr_0237,,
FR,La Flotte,,1,fr_0332,,
FR,La Madelaine-sous-Montreuil,,1,fr_0012,,
FR,La Plaine-sur-Mer,,1,fr_0289,,
FR,La Roche-sur-Yon,,1,fr_0295,,
FR,La Rochelle,,1,fr_0329,,
FR,La Vancelle,,1,fr_0199,,
FR,La Wantzenau,,2,fr_0180;fr_0181,,
FR,Lacave,,1,fr_0358,,
FR,Laguiole,,1,fr_0356,,
FR,Langres,,1,fr_0210,,
FR,Languimberg,,1,fr_0060,,
FR,Lastours,,1,fr_0500,,
FR,Laubach,,1,fr_0171,,
FR,Lavalette,,1,fr_0475,,
FR,Le Broc,,1,fr_0290,,
FR,Le Cannet,,1,fr_0460,,
FR,Le Castellet,,1,fr_0496,,
FR,Le Lavandou,,1,fr_0510,,
FR,Le Mans,,1,fr_0246,,
FR,Le Puy-Sainte-Réparade,,1,fr_0428,,
FR,Le Puy-en-Velay,,1,fr_0331,,
FR,Les Arcs,,1,fr_0471,,
FR,Les Baux-de-Provence,,2,fr_0421;fr_0424,,
FR,Les Eyzies-de-Tayac-Sireuil,,1,fr_0359,,
FR,Les Sables-d'Olonne,,1,fr_0326,,
FR,Les Vans,,1,fr_0364,,
FR,Leucate,,1,fr_0519,,
FR,Levernois,,1,fr_0258,,
FR,Lille,,3,fr_0004;fr_0006;fr_0007,,
FR,Loches,,1,fr_0275,,
FR,Lorgues,,1,fr_0469,,
FR,Lorient,,1,fr_0293,,
FR,Lormont,,1,fr_0377,,
FR,Lunéville,,1,fr_0172,,
FR,Lyons-la-Forêt,,1,fr_0035,,
FR,Magescq,,1,fr_0518,,
FR,Malataverne,,1,fr_0360,,
FR,Malbuisson,,1,fr_0266,,
FR,Malling,,1,fr_0014,,
FR,Mandelieu-la-Napoule,,1,fr_0463,,
FR,Mane,,1,fr_0401,,
FR,Manosque,,1,fr_0412,,
FR,Mareuil-sur-Lay-Dissais,,1,fr_0300,,
FR,Marseille,,5,fr_0487;fr_0489;fr_0490;fr_0491;fr_0494,,
FR,Martillac,,1,fr_0398,,
FR,Massignac,,1,fr_0312,,
FR,Mayenne,,1,fr_0255,,
FR,Menton,,1,fr_0431,,
FR,Metz,,1,fr_0026,,
FR,Meudon,,1,fr_0167,,
FR,Moirax,,1,fr_0426,,
FR,Monbazillac,,1,fr_0365,,
FR,Monestier,,1,fr_0366,,
FR,Monswiller,,1,fr_0175,,
FR,Mont-de-Marsan,,1,fr_0506,,
FR,Montbazon,,1,fr_0270,,
FR,Montbron,,1,fr_0324,,
FR,Montchenot,,1,fr_0023,,
FR,Montenach,,1,fr_0015,,
FR,Montlivault,,1,fr_0242,,
FR,Montpellier,,6,fr_0430;fr_0433;fr_0434;fr_0435;fr_0436;fr_0437,,
FR,Montrabé,,1,fr_0473,,
FR,Montreuil,Seine-Saint-Denis,1,fr_0043,,
FR,Montréverd,,1,fr_0283,,
FR,Moustiers-Sainte-Marie,,1,fr_0416,,
FR,Mulhouse,,1,fr_0221,,
FR,Méribel,,1,fr_0308,,
FR,Nancy,,1,fr_0039,,
FR,Narbonne,,1,fr_0511,,
FR,Nieul,,1,fr_0286,,
FR,Névez,,1,fr_0316,,
FR,Nîmes,,4,fr_0405;fr_0407;fr_0408;fr_0413,,
FR,Obernai,,2,fr_0191;fr_0192,,
FR,Olmeto,,1,fr_0540,,
FR,Parnac,,1,fr_0374,,
FR,Payrin-Augmontel,,1,fr_0474,,
FR,Pernand-Vergelesses,,1,fr_0250,,
FR,Perpignan,,1,fr_0522,,
FR,Plomodiern,,1,fr_0313,,
FR,Plougonvelin,,1,fr_0328,,
FR,Plouider,,1,fr_0288,,
FR,Pommard,,1,fr_0254,,
FR,Pont-Aven,,1,fr_0311,,
FR,Port-Louis,,1,fr_0294,,
FR,Porticcio,,1,fr_0539,,
FR,Porto-Vecchio,,1,fr_0541,,
FR,Prenois,,1,fr_0230,,
FR,Pujaudran,,1,fr_0495,,
FR,Pujaut,,1,fr_0393,,
FR,Pupillin,,1,fr_0263,,
FR,Puylausic,,1,fr_0513,,
FR,Pyla-sur-Mer,,1,fr_0427,,
FR,Périgueux,,1,fr_0351,,
FR,Pézenas,,1,fr_0467,,
FR,Quimper,,1,fr_0319,,
FR,Quint-Fonsegrives,,1,fr_0484,,
FR,Ramatuelle,,1,fr_0507,,
FR,Reims,,4,fr_0018;fr_0019;fr_0020;fr_0021,,
FR,Rhinau,,1,fr_0201,,
FR,Riquewihr,,1,fr_0204,,
FR,Rixheim,,1,fr_0222,,
FR,Rodez,,1,fr_0367,,
FR,Rolleboise,,1,fr_0169,,
FR,Romorantin-Lanthenay,,1,fr_0259,,
FR,Roubion,,1,fr_0395,,
FR,Rouen,,1,fr_0038,,
FR,Rouvres-en-Xaintois,,1,fr_0179,,
FR,Rueil-Malmaison,,1,fr_0151,,
FR,Sabran,,1,fr_0373,,
FR,Saché,,1,fr_0276,,
FR,Saint-Alban-de-Roche,,1,fr_0279,,
FR,Saint-Bonnet-le-Froid,,1,fr_0321,,
FR,Saint-Cannat,,1,fr_0432,,
FR,Saint-Cyprien,,1,fr_0523,,
FR,Saint-Céré,,1,fr_0354,,
FR,Saint-Didier-de-la-Tour,,1,fr_0282,,
FR,Saint-Galmier,,1,fr_0280,,
FR,Saint-Germain,Ardeche,1,fr_0357,,
FR,Saint-Hilaire-d'Ozilhan,,1,fr_0394,,
FR,Saint-Hilaire-de-Brethmas,,1,fr_0378,,
FR,Saint-Jean-Cap-Ferrat,,1,fr_0455,,
FR,Saint-Jean-de-Blaignac,,1,fr_0376,,
FR,Saint-Jean-de-Luz,,1,fr_0533,,
FR,Saint-Joachim,,1,fr_0277,,
FR,Saint-Léon-sur-Vézère,,1,fr_0353,,
FR,Saint-Lô,,1,fr_0228,,
FR,Saint-Malo,,1,fr_0271,,
FR,Saint-Martin-de-Belleville,,1,fr_0310,,
FR,Saint-Martin-sur-la-Chambre,,1,fr_0309,,
FR,Saint-Médard,Lot,1,fr_0370,,
FR,Saint-Méloir-des-Ondes,,1,fr_0268,,
FR,Saint-Omer,,1,fr_0010,,
FR,Saint-Paul-de-Vence,,1,fr_0439,,
FR,Saint-Pée-sur-Nivelle,,1,fr_0532,,
FR,Saint-Rémy,Saone-et-Loire,1,fr_0265,,
FR,Saint-Rémy-de-Provence,,2,fr_0414;fr_0415,,
FR,Saint-Théoffrey,,1,fr_0333,,
FR,Saint-Tropez,,4,fr_0499;fr_0501;fr_0502;fr_0503,,
FR,Saint-Vincent-de-Tyrosse,,1,fr_0521,,
FR,Saint-Émilion,,3,fr_0369;fr_0371;fr_0372,,
FR,Salon-de-Provence,,1,fr_0429,,
FR,Sampans,,1,fr_0245,,
FR,Sancerre,,1,fr_0243,,
FR,Sarreguemines,,1,fr_0033,,
FR,Sartène,,1,fr_0542,,
FR,Saulieu,,1,fr_0239,,
FR,Sauternes,,1,fr_0410,,
FR,Seignosse,,1,fr_0520,,
FR,Sens,,1,fr_0196,,
FR,Servon,,1,fr_0262,,
FR,Sierentz,,1,fr_0229,,
FR,Steige,,1,fr_0195,,
FR,Strasbourg,,6,fr_0183;fr_0184;fr_0185;fr_0186;fr_0187;fr_0189,,
FR,Théoule-sur-Mer,,2,fr_0470;fr_0472,,
FR,Tignes,,1,fr_0301,,
FR,Tinqueux,,1,fr_0017,,"SPIKE-VERIFIED: Michelin/screenshot source labels this 'Reims', but the restaurant's true commune is Tinqueux (confirmed via postal code 51430 and independent address corroboration in the location spike, see ../michelin_location_spike/enriched_results.csv candidate fr_0017). Using the verified commune, not the Michelin source label."
FR,Toulon,,1,fr_0512,,
FR,Toulouse,,6,fr_0479;fr_0481;fr_0482;fr_0483;fr_0485;fr_0486,,
FR,Tournemire,,1,fr_0340,,
FR,Tournus,,2,fr_0273;fr_0274,,
FR,Tourrettes,,1,fr_0457,,
FR,Trosly-Loire,,1,fr_0013,,
FR,Trémolat,,1,fr_0363,,
FR,Uriage-les-Bains,,1,fr_0322,,
FR,Uzès,,1,fr_0392,,
FR,Val-Thorens,,1,fr_0314,,
FR,Val-d'Isère,,1,fr_0302,,
FR,Valdeblore,,1,fr_0402,,
FR,Valence,,3,fr_0336;fr_0337;fr_0338,,
FR,Valmont,,1,fr_0042,,
FR,Vannes,,2,fr_0278;fr_0281,,
FR,Vault-de-Lugny,,1,fr_0227,,
FR,Versailles,,3,fr_0173;fr_0174;fr_0176,,
FR,Vienne,,1,fr_0284,,
FR,Ville-d'Avray,,1,fr_0170,,
FR,Villeneuve-d'Ascq,,1,fr_0001,,
FR,Villeneuve-le-Comte,,1,fr_0041,,
FR,Villeneuve-lès-Avignon,,1,fr_0397,,
FR,Vinay,,1,fr_0029,,
FR,Vincennes,,1,fr_0054,,
FR,Wihr-au-Val,,1,fr_0211,,
FR,Wingen-sur-Moder,,1,fr_0040,,
FR,Èze,,2,fr_0440;fr_0444,,
FR,Èze-Bord-de-Mer,,1,fr_0438,,
FR,Épinal,,1,fr_0198,,
FR,Étouy,,1,fr_0025,,
