id,restaurant_code,name,michelin_stars,cuisine,city,country,country_flag,address,latitude,longitude,google_place_id,michelin_url,website_url,booking_url,google_maps_url,located_in_hotel,property_name,worlds_50_best_rank,worlds_50_best_year
,rest_0023,Cheval Blanc,1,French / Dutch,Heemstede,Netherlands,🇳🇱,"Heemsteedse Dreef 7, 2102 KN Heemstede",52.3474,4.6238,ChIJIeYKDErvxUcRtQ0L_0LXrms,https://guide.michelin.com/nl/nl/north-holland/heemstede/restaurant/cheval-blanc,,,https://www.google.com/maps/place/?q=place_id:ChIJIeYKDErvxUcRtQ0L_0LXrms,False,,,
,rest_0024,Choux,1,French / Seasonal,Amsterdam,Netherlands,🇳🇱,"De Ruijterkade 128, 1011 AC Amsterdam",52.3808,4.9063,ChIJV5ZnZbAJxkcRhkiVQ7jkbXw,https://guide.michelin.com/nl/nl/north-holland/amsterdam/restaurant/choux,,,https://www.google.com/maps/place/?q=place_id:ChIJV5ZnZbAJxkcRhkiVQ7jkbXw,False,,,
,rest_0025,Ciel Bleu,2,French Contemporary,Amsterdam,Netherlands,🇳🇱,"Ferdinand Bolstraat 333, 1072 LH Amsterdam",52.349,4.8956,ChIJMzqLEIsJxkcRaZsOtXi1IsA,https://guide.michelin.com/nl/nl/north-holland/amsterdam/restaurant/ciel-bleu,,,https://www.google.com/maps/place/?q=place_id:ChIJMzqLEIsJxkcRaZsOtXi1IsA,False,,,
,rest_0026,Codium,1,Dutch Seafood,Goes,Netherlands,🇳🇱,"Singelstraat 11, 4461 CG Goes",51.5063,3.8982,ChIJoRq0KF6JxEcRbzMyIConoPQ,https://guide.michelin.com/nl/nl/zeeland/goes/restaurant/codium,,,https://www.google.com/maps/place/?q=place_id:ChIJoRq0KF6JxEcRbzMyIConoPQ,False,,,
,rest_0027,Create by Guido Braeken,2,French / Classic,Eijsden,Netherlands,🇳🇱,"Laamsveldweg 3, 6245 NV Eijsden",50.7765,5.7248,ChIJHzAbTADpwEcRmqDvJuC263E,https://guide.michelin.com/nl/nl/limburg/eijsden/restaurant/create-by-guido-braeken,,,https://www.google.com/maps/place/?q=place_id:ChIJHzAbTADpwEcRmqDvJuC263E,False,,,
,rest_0028,CUE,1,Nordic / Fermented,Amsterdam,Netherlands,🇳🇱,"Weesperzijde 15, 1091 EC Amsterdam",52.3551,4.9215,ChIJmQn4sSwJxkcRlfgr7QtbEyA,https://guide.michelin.com/nl/nl/north-holland/amsterdam/restaurant/cue,,,https://www.google.com/maps/place/?q=place_id:ChIJmQn4sSwJxkcRlfgr7QtbEyA,False,,,
,rest_0029,Da Vinci,1,Dutch Contemporary,Maasbracht,Netherlands,🇳🇱,"Zanddijk 4, 6051 CX Maasbracht",51.1599,5.8833,ChIJ68KZxXDKwEcRQUbEhD9D2UA,https://guide.michelin.com/nl/nl/limburg/maasbracht/restaurant/da-vinci,,,https://www.google.com/maps/place/?q=place_id:ChIJ68KZxXDKwEcRQUbEhD9D2UA,False,,,
,rest_0030,De Bokkedoorns,2,French / Dutch,Overveen,Netherlands,🇳🇱,"Zeeweg 52, 2051 EB Overveen",52.3904,4.5904,ChIJFT5WMYfuxUcRgOF4R-izDp4,https://guide.michelin.com/nl/nl/north-holland/overveen/restaurant/de-bokkedoorns,,,https://www.google.com/maps/place/?q=place_id:ChIJFT5WMYfuxUcRgOF4R-izDp4,False,,,
,rest_0031,De Heeren van Harinxma,1,Dutch Classic,Beetsterzwaag,Netherlands,🇳🇱,"Van Harinxmaweg 2, 9244 CJ Beetsterzwaag",53.0561,6.0811,ChIJE4YclEZbyEcRC9dVWXSe67I,https://guide.michelin.com/nl/nl/friesland/beetsterzwaag/restaurant/de-heeren-van-harinxma,,,https://www.google.com/maps/place/?q=place_id:ChIJE4YclEZbyEcRC9dVWXSe67I,False,,,
,rest_0032,De Juwelier,1,Dutch Contemporary,Amsterdam,Netherlands,🇳🇱,"Utrechtsestraat 141, 1017 VM Amsterdam",52.3601,4.8982,ChIJBXvoaX8JxkcRuWOWTJHtcKc,https://guide.michelin.com/nl/nl/north-holland/amsterdam/restaurant/de-juwelier,,,https://www.google.com/maps/place/?q=place_id:ChIJBXvoaX8JxkcRuWOWTJHtcKc,False,,,
,rest_0033,De kas,1,Dutch Farm-to-Table,Amsterdam,Netherlands,🇳🇱,"Kamerlingh Onneslaan 3, 1097 DE Amsterdam",52.3644,4.9519,ChIJJ-S23XoJxkcRDsSNU2mgH34,https://guide.michelin.com/nl/nl/north-holland/amsterdam/restaurant/de-kas,,,https://www.google.com/maps/place/?q=place_id:ChIJJ-S23XoJxkcRDsSNU2mgH34,False,,,
,rest_0034,De Kromme Dissel,1,Dutch Contemporary,Heelsum,Netherlands,🇳🇱,"Heuvelakkerweg 5, 6866 DS Heelsum",51.974,5.7563,ChIJJc0tfqGux0cRxaAs0wWpqLM,https://guide.michelin.com/nl/nl/gelderland/heelsum/restaurant/de-kromme-dissel,,,https://www.google.com/maps/place/?q=place_id:ChIJJc0tfqGux0cRxaAs0wWpqLM,False,,,
,rest_0035,De Kromme Watergang,1,Dutch Seafood,Hoofdplaat,Netherlands,🇳🇱,"Havenweg 1, 4515 RK Hoofdplaat",51.3764,3.6888,ChIJW_2yvvWbxEcRtxDobLPsVwk,https://guide.michelin.com/nl/nl/zeeland/hoofdplaat/restaurant/de-kromme-watergang,,,https://www.google.com/maps/place/?q=place_id:ChIJW_2yvvWbxEcRtxDobLPsVwk,False,,,
,rest_0036,De Leuf,1,French Contemporary,Ubachsberg,Netherlands,🇳🇱,"Bosweg 6, 6367 BG Ubachsberg",50.8636,5.9428,ChIJGUiIMRqWwEcRf7bToR1h83I,https://guide.michelin.com/nl/nl/limburg/ubachsberg/restaurant/de-leuf,,,https://www.google.com/maps/place/?q=place_id:ChIJGUiIMRqWwEcRf7bToR1h83I,False,,,
,rest_0037,De Librije,3,Dutch Creative,Zwolle,Netherlands,🇳🇱,"Broerenkerkplein 13, 8011 TW Zwolle",52.5117,6.0931,ChIJZTzQ4y_fx0cR4m292pUWJyM,https://guide.michelin.com/nl/nl/overijssel/zwolle/restaurant/de-librije,https://www.librije.com/en/de-librije/,,https://www.google.com/maps/place/?q=place_id:ChIJZTzQ4y_fx0cR4m292pUWJyM,False,,,
,rest_0038,De Lindenhof,2,French / Dutch,Giethoorn,Netherlands,🇳🇱,"Beulakerweg 77, 8355 AC Giethoorn",52.7318,6.0775,ChIJobsPTzdvyEcRQJH8L9EYsMU,https://guide.michelin.com/nl/nl/overijssel/giethoorn/restaurant/de-lindenhof,,,https://www.google.com/maps/place/?q=place_id:ChIJobsPTzdvyEcRQJH8L9EYsMU,False,,,
,rest_0039,De Nederlanden,1,Dutch Classic,Vreeland,Netherlands,🇳🇱,"Duinkerken 3, 3633 EM Vreeland",52.2278,5.0119,ChIJqxl4WJRyxkcRjLyHEiOAPEg,https://guide.michelin.com/nl/nl/north-holland/vreeland/restaurant/de-nederlanden,,,https://www.google.com/maps/place/?q=place_id:ChIJqxl4WJRyxkcRjLyHEiOAPEg,False,,,
,rest_0040,De Nieuwe Winkel,2,Botanical / Vegan,Nijmegen,Netherlands,🇳🇱,"Groesbeekseweg 119, 6523 PE Nijmegen",51.838,5.8653,ChIJcRC6ZUUIx0cR16USmjNd2jk,https://guide.michelin.com/nl/nl/gelderland/nijmegen/restaurant/de-nieuwe-winkel,,,https://www.google.com/maps/place/?q=place_id:ChIJcRC6ZUUIx0cR16USmjNd2jk,False,,,
,rest_0041,De Treeswijkhoeve,2,Dutch Creative,Waalre,Netherlands,🇳🇱,"Meerveldhoven 13, 5581 LV Waalre",51.3877,5.45,ChIJPb_Pp3fXxkcRJ2Yn6pLTvi4,https://guide.michelin.com/nl/nl/north-brabant/waalre/restaurant/de-treeswijkhoeve,,,https://www.google.com/maps/place/?q=place_id:ChIJPb_Pp3fXxkcRJ2Yn6pLTvi4,False,,,
,rest_0042,Deessa,2,Spanish Contemporary,Madrid,Spain,🇪🇸,"Plaza de la Lealtad 5, 28014 Madrid",40.415659,-3.692566,ChIJScMpJv4pQg0R9suDAQ4Lx-I,https://guide.michelin.com/nl/nl/madrid/madrid/restaurant/deesa,,,https://www.google.com/maps/place/?q=place_id:ChIJScMpJv4pQg0R9suDAQ4Lx-I,True,,,
,rest_0043,Demain,1,French Contemporary,Cadzand,Netherlands,🇳🇱,"Visserijweg 1, 4506 CH Cadzand",51.3704,3.4082,ChIJH_Q_PVShxEcRVfT6lBEb-3c,https://guide.michelin.com/nl/nl/zeeland/cadzand/restaurant/demain,,,https://www.google.com/maps/place/?q=place_id:ChIJH_Q_PVShxEcRVfT6lBEb-3c,False,,,
,rest_0044,DiverXO,3,Spanish Creative,Madrid,Spain,🇪🇸,"Calle de Padre Damián 23, 28036 Madrid",40.4516,-3.683,ChIJfUIagAMpQg0RRYLx9K82nJc,https://guide.michelin.com/nl/nl/madrid/madrid/restaurant/diverxo,,,https://www.google.com/maps/place/?q=place_id:ChIJfUIagAMpQg0RRYLx9K82nJc,False,,4.0,2025.0
,rest_0045,Eleven Madison Park,3,Contemporary American,New York,United States,🇺🇸,"11 Madison Ave, New York, NY 10010",40.7416,-73.9869,ChIJEWbXz6ZZwokRLKmKrtPfVFY,https://guide.michelin.com/nl/nl/new-york-state/new-york/restaurant/eleven-madison-park,https://www.elevenmadisonpark.com/,,https://www.google.com/maps/place/?q=place_id:ChIJEWbXz6ZZwokRLKmKrtPfVFY,False,,,
,rest_0046,FG - François Geurds,2,Contemporary,Rotterdam,Netherlands,🇳🇱,"Katshoek 37b, 3032 AE Rotterdam",51.926391,4.479456,ChIJd9GnZ2ozxEcREbrToNssxKE,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/fg-francois-geurds,https://www.fgrestaurant.nl/en/,,https://www.google.com/maps/place/?q=place_id:ChIJd9GnZ2ozxEcREbrToNssxKE,False,,,
,rest_0047,Flore,2,Dutch Organic,Amsterdam,Netherlands,🇳🇱,"Nieuwe Doelenstraat 2-14, 1012 CP Amsterdam",52.3638,4.8906,ChIJByFbDsAJxkcRN01cFVhNlAY,https://guide.michelin.com/nl/nl/north-holland/amsterdam/restaurant/flore,,,https://www.google.com/maps/place/?q=place_id:ChIJByFbDsAJxkcRN01cFVhNlAY,True,,,
,rest_0048,Fred,2,French Contemporary,Rotterdam,Netherlands,🇳🇱,"Honingerdijk 95, 3063 AE Rotterdam",51.929,4.5307,ChIJabXGIiMzxEcRyThdVxlYIhA,https://guide.michelin.com/nl/nl/south-holland/rotterdam/restaurant/fred,,,https://www.google.com/maps/place/?q=place_id:ChIJabXGIiMzxEcRyThdVxlYIhA,False,,,
,rest_0049,GEM. by Soenil Bahadoer,2,Surinamese-Dutch Contemporary,Gemert,Netherlands,🇳🇱,"Kasteellaan 1, 5421 CB Gemert",51.553174,5.681279,ChIJhbIdtPcZx0cRRCrpWnFMB3Q,https://guide.michelin.com/en/noord-brabant/gemert/restaurant/gem-by-soenil-bahadoer,https://restaurantgem.com/,,https://www.google.com/maps/place/?q=place_id:ChIJhbIdtPcZx0cRRCrpWnFMB3Q,False,,,
,rest_0050,Herberg Onder de Linden,1,Dutch Classic,Groningen,Netherlands,🇳🇱,"Schipslootweg 13, 9832 BZ Aduard",53.1753,6.4607,ChIJ6zjm6HfLyUcRmApb5iJmnKM,https://guide.michelin.com/nl/nl/groningen/groningen/restaurant/herberg-onder-de-linden,,,https://www.google.com/maps/place/?q=place_id:ChIJ6zjm6HfLyUcRmApb5iJmnKM,False,,,
,rest_0051,Inter Scaldes,2,French Contemporary,Kruiningen,Netherlands,🇳🇱,"Zandweg 2, 4416 NA Kruiningen",51.4532,4.0258,ChIJjwM2-8dkxEcR1h5jNVeLrpw,https://guide.michelin.com/nl/nl/zeeland/kruiningen/restaurant/inter-scaldes,,,https://www.google.com/maps/place/?q=place_id:ChIJjwM2-8dkxEcR1h5jNVeLrpw,False,,,
,rest_0052,Joelia,1,Mediterranean,Rotterdam,Netherlands,🇳🇱,"Kruiskade 6, 3012 EH Rotterdam",51.921,4.4793,ChIJA7FBnac0xEcRkoOE6zmKFlQ,https://guide.michelin.com/nl/nl/south-holland/rotterdam/restaurant/joelia,,,https://www.google.com/maps/place/?q=place_id:ChIJA7FBnac0xEcRkoOE6zmKFlQ,False,,,
,rest_0053,Jungsik New York,3,Korean Contemporary,New York,United States,🇺🇸,"2 Harrison St, New York, NY 10013",40.7191,-74.0082,ChIJpSTN0R9awokRI29rK_SfbeA,https://guide.michelin.com/nl/nl/new-york-state/new-york/restaurant/jungsik-new-york,https://www.jungsik.com/,,https://www.google.com/maps/place/?q=place_id:ChIJpSTN0R9awokRI29rK_SfbeA,False,,,
,rest_0054,Kaatje bij de Sluis,1,Dutch Classic,Blokzijl,Netherlands,🇳🇱,"Brouwersgracht 20, 8356 DX Blokzijl",52.7245,5.9617,ChIJ_8o7G9VkyEcRPIZzDnzhz8o,https://guide.michelin.com/nl/nl/overijssel/blokzijl/restaurant/kaatje-bij-de-sluis,,,https://www.google.com/maps/place/?q=place_id:ChIJ_8o7G9VkyEcRPIZzDnzhz8o,False,,,
,rest_0055,Karel 5,1,French,Utrecht,Netherlands,🇳🇱,"Geertebolwerk 1, 3511 XA Utrecht",52.0911,5.1177,ChIJn6n3nP1vxkcRBncAg9WLYXs,https://guide.michelin.com/nl/nl/utrecht/utrecht/restaurant/karel-5,,,https://www.google.com/maps/place/?q=place_id:ChIJn6n3nP1vxkcRBncAg9WLYXs,False,,,
,rest_0056,La Provence,1,French,Driebergen,Netherlands,🇳🇱,"Langbroekerdijk A 14, 3947 BE Driebergen-Rijsenburg",52.0168,5.2835,ChIJfcFO5SFdxkcRBCj4gjlAMUg,https://guide.michelin.com/nl/nl/utrecht/driebergen-rijsenburg/restaurant/la-provence,,,https://www.google.com/maps/place/?q=place_id:ChIJfcFO5SFdxkcRBCj4gjlAMUg,False,,,
,rest_0057,Lars Amsterdam,1,French / Asian,Amsterdam,Netherlands,🇳🇱,"Danzigerkade 5, 1013 AP Amsterdam",52.3915,4.8779,ChIJdd2greUJxkcRtaZnDt4JiFQ,https://guide.michelin.com/nl/nl/north-holland/amsterdam/restaurant/lars-amsterdam,,,https://www.google.com/maps/place/?q=place_id:ChIJdd2greUJxkcRtaZnDt4JiFQ,False,,,
,rest_0058,Lasarte,3,Basque Contemporary,Barcelona,Spain,🇪🇸,"Carrer de Mallorca 259, 08008 Barcelona",41.3943,2.1617,ChIJ06Abq5OipBIRAAbiw3cStt8,https://guide.michelin.com/nl/nl/catalonia/barcelona/restaurant/lasarte,https://www.restaurantlasarte.com/en,,https://www.google.com/maps/place/?q=place_id:ChIJ06Abq5OipBIRAAbiw3cStt8,True,,,
,rest_0059,Le Bernardin,3,French Seafood,New York,United States,🇺🇸,"155 W 51st St, New York, NY 10019",40.7614,-73.982,ChIJV7QQ6kdZwokRax4615zpSGU,https://guide.michelin.com/nl/nl/new-york-state/new-york/restaurant/le-bernardin,,,https://www.google.com/maps/place/?q=place_id:ChIJV7QQ6kdZwokRax4615zpSGU,False,,,
,rest_0060,Le Gabriel - La Reserve Paris,3,French Contemporary,Paris,France,🇫🇷,"42 Avenue Gabriel, 75008 Paris",48.8697,2.3149,ChIJA1PHDM9v5kcRsdD0Snjw06k,https://guide.michelin.com/nl/nl/ile-de-france/paris/restaurant/le-gabriel-la-reserve-paris,https://www.lareserve-paris.com/en/restaurants-bars/restaurant-le-gabriel/,,https://www.google.com/maps/place/?q=place_id:ChIJA1PHDM9v5kcRsdD0Snjw06k,False,,,
,rest_0061,L'Erba del Re,1,Italian Contemporary,Modena,Italy,🇮🇹,"Via Castelmaraldo 45, 41121 Modena",44.6459,10.9278,ChIJEZGbfhHvf0cRT88ib_V7dQg,https://guide.michelin.com/nl/nl/emilia-romagna/modena/restaurant/lerba-del-re,,,https://www.google.com/maps/place/?q=place_id:ChIJEZGbfhHvf0cRT88ib_V7dQg,False,,,
,rest_0062,Lizz,1,Dutch Contemporary,Gouda,Netherlands,🇳🇱,"Lange Tiendeweg 34, 2801 KD Gouda",52.0109,4.709,ChIJHX1uBdnVxUcRl5yH5J1bpCs,https://guide.michelin.com/nl/nl/south-holland/gouda/restaurant/lizz,,,https://www.google.com/maps/place/?q=place_id:ChIJHX1uBdnVxUcRl5yH5J1bpCs,False,,,
,rest_0063,Lutum,1,Dutch Contemporary,Wijk bij Duurstede,Netherlands,🇳🇱,"Markt 35, 3961 BL Wijk bij Duurstede",51.9742,5.3392,ChIJ46cig0RZxkcR3AG0WThRSSA,https://guide.michelin.com/nl/nl/utrecht/wijk-bij-duurstede/restaurant/lutum,,,https://www.google.com/maps/place/?q=place_id:ChIJ46cig0RZxkcR3AG0WThRSSA,False,,,
,rest_0064,Maeve,1,Dutch / French Contemporary,Utrecht,Netherlands,🇳🇱,"Springweg 13, 3511 VJ Utrecht",52.0905,5.1162,ChIJaW85wfhvxkcRTvEVaIlFUUc,https://guide.michelin.com/nl/nl/utrecht/utrecht/restaurant/maeve,,,https://www.google.com/maps/place/?q=place_id:ChIJaW85wfhvxkcRTvEVaIlFUUc,False,,,
,rest_0065,Marrees,1,Dutch Contemporary,Weert,Netherlands,🇳🇱,"Maaseikerweg 16, 6006 AB Weert",51.2408,5.6934,ChIJSaIVHC4tx0cRtANh8X1-WSk,https://guide.michelin.com/nl/nl/limburg/weert/restaurant/marrees,,,https://www.google.com/maps/place/?q=place_id:ChIJSaIVHC4tx0cRtANh8X1-WSk,False,,,
,rest_0066,ML,1,Dutch Contemporary,Haarlem,Netherlands,🇳🇱,"Kleine Houtstraat 70, 2011 DS Haarlem",52.3825,4.6373,ChIJ-Y4LwfTvxUcRf5eJ5V_JTrQ,https://guide.michelin.com/nl/nl/north-holland/haarlem/restaurant/ml,,,https://www.google.com/maps/place/?q=place_id:ChIJ-Y4LwfTvxUcRf5eJ5V_JTrQ,False,,,
,rest_0067,Moments,1,Catalan,Barcelona,Spain,🇪🇸,"Passeig de Gràcia 38, 08007 Barcelona",41.3924,2.1655,ChIJ6zCmfe2ipBIRHC8FSUmHIEg,https://guide.michelin.com/nl/nl/catalonia/barcelona/restaurant/moments,,,https://www.google.com/maps/place/?q=place_id:ChIJ6zCmfe2ipBIRHC8FSUmHIEg,True,,,
,rest_0068,Monarh,1,Dutch Contemporary,Tilburg,Netherlands,🇳🇱,"Willem II Straat 19, 5038 BD Tilburg",51.558,5.0891,ChIJdyP2Kj--xkcR05ZXmD9foGA,https://guide.michelin.com/nl/nl/north-brabant/tilburg/restaurant/monarh,,,https://www.google.com/maps/place/?q=place_id:ChIJdyP2Kj--xkcR05ZXmD9foGA,False,,,
