id,restaurant_code,name,michelin_stars,cuisine,city,country,country_flag,address,latitude,longitude,google_place_id,michelin_url,website_url,booking_url,google_maps_url,located_in_hotel,property_name,worlds_50_best_rank,worlds_50_best_year
,rest_0080,Per Se,3,French Contemporary,New York,United States,🇺🇸,"10 Columbus Circle, New York, NY 10019",40.7683,-73.9836,ChIJp3PsL_ZYwokRZYqs_40RJF4,https://guide.michelin.com/nl/nl/new-york-state/new-york/restaurant/per-se,,,https://www.google.com/maps/place/?q=place_id:ChIJp3PsL_ZYwokRZYqs_40RJF4,False,,,
,rest_0102,Sushi Sho,3,Japanese / Sushi,New York,United States,🇺🇸,"253 W 51st St, New York, NY 10019",40.7624,-73.9843,ChIJT_JHTgFZwokRXleXHadsVaE,https://guide.michelin.com/nl/nl/new-york-state/new-york/restaurant/sushi-sho,,,https://www.google.com/maps/place/?q=place_id:ChIJT_JHTgFZwokRXleXHadsVaE,False,,,
,rest_0124,Les Amis,3,French,Singapore,Singapore,🇸🇬,"1 Scotts Rd, #01-16 Shaw Centre, Singapore 228208",1.3066019,103.8314361,ChIJR5yDbY0Z2jER6GcsxL56OLk,https://guide.michelin.com/nl/nl/singapore-region/singapore/restaurant/les-amis,,,https://www.google.com/maps/place/?q=place_id:ChIJR5yDbY0Z2jER6GcsxL56OLk,False,,,
,rest_0125,Odette,3,French Contemporary,Singapore,Singapore,🇸🇬,"1 St Andrew's Rd, #01-04 National Gallery, Singapore 178957",1.2897067,103.8514433,ChIJbUjtT6cZ2jERJOB8kHFKljI,https://guide.michelin.com/nl/nl/singapore-region/singapore/restaurant/odette,,,https://www.google.com/maps/place/?q=place_id:ChIJbUjtT6cZ2jERJOB8kHFKljI,False,,25.0,2025.0
,rest_0126,Zen,3,Scandinavian-Japanese,Singapore,Singapore,🇸🇬,"41 Bukit Pasoh Rd, Singapore 089855",1.2794272,103.8403404,ChIJpxlhJpkZ2jER7gzIjfgz8co,https://guide.michelin.com/nl/nl/singapore-region/singapore/restaurant/zen,,,https://www.google.com/maps/place/?q=place_id:ChIJpxlhJpkZ2jER7gzIjfgz8co,False,,,
,rest_0127,FZN by Bjorn Frantzen,3,Nordic-French,Dubai,United Arab Emirates,🇦🇪,"Atlantis The Royal, Crescent Rd, The Palm Jumeirah, Dubai",25.132137,55.1178279,ChIJVwLdZgAVXz4RVgWqF6R2cdM,https://guide.michelin.com/nl/nl/dubai/dubai/restaurant/fzn-by-bjorn-frantzen,,,https://www.google.com/maps/place/?q=place_id:ChIJVwLdZgAVXz4RVgWqF6R2cdM,False,,,
,rest_0128,Tresind Studio,3,Indian Contemporary,Dubai,United Arab Emirates,🇦🇪,"St. Regis Gardens, The Palm Jumeirah, Dubai",25.1142373,55.1396585,ChIJcfzwzo0TXz4RyQpaHkMBWsE,https://guide.michelin.com/nl/nl/dubai/dubai/restaurant/tresind-studio,,,https://www.google.com/maps/place/?q=place_id:ChIJcfzwzo0TXz4RyQpaHkMBWsE,False,,27.0,2025.0
,rest_0154,Zilte,3,Contemporary,Antwerp,Belgium,🇧🇪,"Hanzestedenplaats 5, 2000 Antwerpen",51.228978,4.404718,ChIJBXfAoKQ1wUcR6RTA6Ko7laI,https://guide.michelin.com/us/en/antwerpen/be-antwerpen/restaurant/t-zilte,,,https://www.google.com/maps/place/?q=place_id:ChIJBXfAoKQ1wUcR6RTA6Ko7laI,False,,,
,rest_0155,Boury,3,Contemporary,Roeselare,Belgium,🇧🇪,"Rumbeeksesteenweg 300, 8800 Roeselare",50.937388,3.140299,ChIJJWbHmcM1w0cRrzNcwfHum0M,https://guide.michelin.com/us/en/west-vlaanderen/roeselare/restaurant/boury,,,https://www.google.com/maps/place/?q=place_id:ChIJJWbHmcM1w0cRrzNcwfHum0M,False,,,
,rest_0175,Restaurant Bareiss,3,Classic French,Baiersbronn,Germany,🇩🇪,"Hermine-Bareiss-Weg 1, 72270 Baiersbronn-Mitteltal",48.520346,8.326924,ChIJ4XNEF70xl0cR3_eB34t-Qo4,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4XNEF70xl0cR3_eB34t-Qo4,True,,,
,rest_0176,Schwarzwaldstube,3,French,Baiersbronn,Germany,🇩🇪,"Tonbachstraße 237, 72270 Baiersbronn-Tonbach",48.537013,8.35813,ChIJidkYT_0wl0cRwM1SNn5mWLI,,,,https://www.google.com/maps/place/?q=place_id:ChIJidkYT_0wl0cRwM1SNn5mWLI,True,,,
,rest_0177,Rutz,3,Contemporary German,Berlin,Germany,🇩🇪,"Chausseestraße 8, 10115 Berlin",52.528222,13.386235,ChIJYT_9-utRqEcRUKXsqIRF_5o,,,,https://www.google.com/maps/place/?q=place_id:ChIJYT_9-utRqEcRUKXsqIRF_5o,False,,,
,rest_0178,Waldhotel Sonnora,3,Classic French,Dreis,Germany,🇩🇪,"1 Auf dem Eichelfeld, 54518 Dreis",49.937877,6.81114,ChIJwYTUnAPTv0cRZNx6gTEo3i0,,,,https://www.google.com/maps/place/?q=place_id:ChIJwYTUnAPTv0cRZNx6gTEo3i0,False,,,
,rest_0179,ES:SENZ,3,Contemporary,Grassau,Germany,🇩🇪,"Mietenkamer Str. 65, 83224 Grassau-Grafing",47.78568,12.46567,ChIJB70KQ9JpdkcRKCDJBXmFfno,,,,https://www.google.com/maps/place/?q=place_id:ChIJB70KQ9JpdkcRKCDJBXmFfno,True,,,
,rest_0180,Restaurant Haerlin,3,Classic French,Hamburg,Germany,🇩🇪,"Neuer Jungfernstieg 9-14, 20354 Hamburg",53.555633,9.991588,ChIJXetoHRmPsUcRO9lASc7qR3U,,,,https://www.google.com/maps/place/?q=place_id:ChIJXetoHRmPsUcRO9lASc7qR3U,True,,,
,rest_0181,The Table Kevin Fehling,3,International Fusion,Hamburg,Germany,🇩🇪,"Shanghaiallee 15, 20457 Hamburg",53.542616,10.003123,ChIJY8mKQvyOsUcRA-H7nvNI-L8,,,,https://www.google.com/maps/place/?q=place_id:ChIJY8mKQvyOsUcRA-H7nvNI-L8,False,,,
,rest_0182,JAN,3,French-German Contemporary,Munich,Germany,🇩🇪,"Luisenstraße 27, 80333 München-Maxvorstadt",48.144793,11.56296,ChIJrW8egwN1nkcRcSAVCJYQpZY,https://guide.michelin.com/us/en/bayern/mnchen/restaurant/jan-1204321,,,https://www.google.com/maps/place/?q=place_id:ChIJrW8egwN1nkcRcSAVCJYQpZY,False,,50.0,2025.0
,rest_0183,Tohru in der Schreiberei,3,Japanese-German Fusion,Munich,Germany,🇩🇪,"Burgstraße 5, 80331 München",48.137597,11.577429,ChIJ12Lhfm51nkcRQhxPXh8nb88,,,,https://www.google.com/maps/place/?q=place_id:ChIJ12Lhfm51nkcRQhxPXh8nb88,False,,,
,rest_0184,Victor's Fine Dining by Christian Bau,3,French-Japanese,Perl,Germany,🇩🇪,"Schloßstraße 27-29, 66706 Perl-Nennig",49.535029,6.386789,ChIJXy2UBMJqlUcREpPkYNXvM9k,,,,https://www.google.com/maps/place/?q=place_id:ChIJXy2UBMJqlUcREpPkYNXvM9k,False,,,
,rest_0185,schanz. restaurant.,3,Modern Classic French,Piesport,Germany,🇩🇪,"Bahnhofstraße 8A, 54498 Piesport-Niederemmel",49.87785,6.926406,ChIJ90bKo-grvkcRV-35p1oIEio,,,,https://www.google.com/maps/place/?q=place_id:ChIJ90bKo-grvkcRV-35p1oIEio,False,,,
,rest_0186,Aqua,3,Contemporary European,Wolfsburg,Germany,🇩🇪,"Parkstraße 1, 38440 Wolfsburg-Sonderbezirk",52.433202,10.790009,ChIJnyme_LaTr0cRzOM_pD32_Ko,,,,https://www.google.com/maps/place/?q=place_id:ChIJnyme_LaTr0cRzOM_pD32_Ko,True,,,
,rest_0234,Memories,3,Contemporary,Bad Ragaz,Switzerland,🇨🇭,"Bernhard-Simonstrasse 14, 7310 Bad Ragaz",46.999515,9.504144,ChIJR_-toqTLhEcRxAQrKbQDLDQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJR_-toqTLhEcRxAQrKbQDLDQ,True,,,
,rest_0235,Cheval Blanc by Peter Knogl,3,French,Basel,Switzerland,🇨🇭,"Blumenrain 8, 4001 Basel",47.560463,7.587668,ChIJ9TTWPK-5kUcRNHFlNwpocnU,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9TTWPK-5kUcRNHFlNwpocnU,True,,,
,rest_0236,Restaurant de l'Hôtel de Ville,3,Classic French,Crissier,Switzerland,🇨🇭,"Rue d'Yverdon 1, 1023 Crissier",46.554062,6.576682,ChIJt4zlNHkxjEcRn15FZoLyI5w,,,,https://www.google.com/maps/place/?q=place_id:ChIJt4zlNHkxjEcRn15FZoLyI5w,False,,,
,rest_0237,Schloss Schauenstein,3,Alpine Contemporary,Fürstenau,Switzerland,🇨🇭,"Obergass 15, 7414 Fürstenau",46.721332,9.44624,ChIJmdeEklvqhEcRnfl0CO7_szw,,,,https://www.google.com/maps/place/?q=place_id:ChIJmdeEklvqhEcRnfl0CO7_szw,False,,,
,rest_0240,La Brezza,3,Creatief,Arosa,Switzerland,🇨🇭,"Tschuggentorweg 1, 7050 Arosa",46.777479,9.66933,ChIJp7Y0v_e8hEcR1NRYGOEVwVA,,,,https://www.google.com/maps/place/?q=place_id:ChIJp7Y0v_e8hEcR1NRYGOEVwVA,True,,,
,rest_0265,Restaurant Amador,3,Contemporary,Vienna,Austria,🇦🇹,"Grinzinger Str. 86, 1190 Wien",48.25393,16.358612,ChIJUV5dfRgGbUcRXHN5xPvHT-U,,,,https://www.google.com/maps/place/?q=place_id:ChIJUV5dfRgGbUcRXHN5xPvHT-U,False,,,
,rest_0266,Steirereck im Stadtpark,3,Austrian Contemporary,Vienna,Austria,🇦🇹,"Am Heumarkt 2A, 1030 Wien",48.204458,16.381396,ChIJKS_u4XYHbUcRFEBBkdJ8HG0,https://guide.michelin.com/us/en/vienna/wien/restaurant/steirereck-im-stadtpark,,,https://www.google.com/maps/place/?q=place_id:ChIJKS_u4XYHbUcRFEBBkdJ8HG0,False,,33.0,2025.0
,rest_0299,Sézanne,3,Neo-French,Tokyo,Japan,🇯🇵,"1-chōme-11-1 Marunouchi, Chiyoda City, Tokyo",35.678034,139.766953,ChIJ-4nJtO-LGGARLkDEsx6UD4g,https://guide.michelin.com/us/en/tokyo-region/tokyo/restaurant/sezanne,https://www.sezanne.tokyo/,,https://www.google.com/maps/place/?q=place_id:ChIJ-4nJtO-LGGARLkDEsx6UD4g,False,,7.0,2025.0
,rest_0304,Plénitude,3,French Sauce-Focused,Paris,France,🇫🇷,"8 Quai du Louvre, 75001 Paris",48.858897,2.342046,ChIJ1YFmqNZv5kcRBAVR2JH8pEo,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1YFmqNZv5kcRBAVR2JH8pEo,False,,14.0,2025.0
,rest_0307,Sorn,3,Southern Thai,Bangkok,Thailand,🇹🇭,"56 Sukhumvit 26, Khwaeng Khlong Tan Nuea, Bangkok",13.7231,100.568525,ChIJWfYJ3QWf4jAR9erXv7kK7sA,,,,https://www.google.com/maps/place/?q=place_id:ChIJWfYJ3QWf4jAR9erXv7kK7sA,False,,17.0,2025.0
,rest_0308,Reale,3,Italian Contemporary,Castel di Sangro,Italy,🇮🇹,"Contrada Piana Santa Liberata, 67031 Castel di Sangro AQ",41.77999,14.094598,ChIJnxxH1W96MBMRSkUGag8Oltc,,,,https://www.google.com/maps/place/?q=place_id:ChIJnxxH1W96MBMRSkUGag8Oltc,False,,18.0,2025.0
,rest_0309,Atelier Moessmer Norbert Niederkofler,3,"Alpine ""Cook the Mountain""",Brunico,Italy,🇮🇹,"Via Walther von der Vogelweide, 17, 39031 Brunico BZ",46.79272,11.949188,ChIJf6LW4bcheEcRuUfcDFw1q30,,,,https://www.google.com/maps/place/?q=place_id:ChIJf6LW4bcheEcRuUfcDFw1q30,False,,20.0,2025.0
,rest_0313,Mingles,3,Contemporary Korean,Seoul,South Korea,🇰🇷,"19 Dosan-daero 67-gil, Gangnam District, Seoul",37.525339,127.044145,ChIJjXuM24mjfDURSwmouRnxNlM,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mingles,,,https://www.google.com/maps/place/?q=place_id:ChIJjXuM24mjfDURSwmouRnxNlM,False,,29.0,2025.0
,rest_0315,Le Calandre,3,Italian Innovative,Rubano,Italy,🇮🇹,"Via Liguria, 1, 35030 Sarmeola PD",45.421743,11.809634,ChIJRwG9TKLZfkcRqCF9Hf_ANrk,,,,https://www.google.com/maps/place/?q=place_id:ChIJRwG9TKLZfkcRqCF9Hf_ANrk,False,,31.0,2025.0
,rest_0316,Piazza Duomo,3,Italian Contemporary,Alba,Italy,🇮🇹,"Vicolo dell'Arco, 12, 12051 Alba CN",44.70057,8.035808,ChIJSw-GLl2z0hIRX8zyKXltoq8,,,,https://www.google.com/maps/place/?q=place_id:ChIJSw-GLl2z0hIRX8zyKXltoq8,False,,32.0,2025.0
,rest_0321,Frantzén,3,Nordic-Japanese-French,Stockholm,Sweden,🇸🇪,"Klara Norra kyrkogata 26, 111 22 Stockholm",59.33391,18.058612,ChIJhwomM2edX0YR9gW2q53gJRg,,,,https://www.google.com/maps/place/?q=place_id:ChIJhwomM2edX0YR9gW2q53gJRg,False,,38.0,2025.0
,rest_0323,Kadeau,3,New Nordic,Copenhagen,Denmark,🇩🇰,"Wildersgade 10B, 1408 København",55.672294,12.588981,ChIJ1Y52MZlTUkYRuDl4FNhYh_U,https://guide.michelin.com/us/en/capital-region/copenhagen/restaurant/kadeau-copenhagen,,,https://www.google.com/maps/place/?q=place_id:ChIJ1Y52MZlTUkYRuDl4FNhYh_U,False,,41.0,2025.0
,rest_0325,Uliassi,3,Adriatic Seafood,Senigallia,Italy,🇮🇹,"Banchina di Levante, 6, 60019 Senigallia AN",43.719463,13.220813,ChIJcR28_J1zLRMRk_P3vABNEog,,,,https://www.google.com/maps/place/?q=place_id:ChIJcR28_J1zLRMRk_P3vABNEog,False,,43.0,2025.0
,rest_0327,Arpège,3,Vegetable-Focused French,Paris,France,🇫🇷,"84 Rue de Varenne, 75007 Paris",48.855787,2.317068,ChIJQ-oAFypw5kcR2T9NszPcZO4,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ-oAFypw5kcR2T9NszPcZO4,False,,45.0,2025.0
,rest_0330,Cocina Hermanos Torres,3,,Barcelona,Spain,🇪🇸,"Carrer del Taquígraf Serra 20, 08029 Barcelona",41.386493,2.140125,ChIJrcC3iq2ZpBIRyVqXiw2N8XU,,,,https://www.google.com/maps/place/?q=place_id:ChIJrcC3iq2ZpBIRyVqXiw2N8XU,False,,,
,rest_0331,Disfrutar,3,,Barcelona,Spain,🇪🇸,"Carrer de Villarroel 163, 08036 Barcelona",41.387806,2.153188,ChIJTSzGu4WipBIRkznre9Zwis0,,,,https://www.google.com/maps/place/?q=place_id:ChIJTSzGu4WipBIRkznre9Zwis0,False,,,
,rest_0332,Noor,3,,Córdoba,Spain,🇪🇸,"Calle Pablo Ruiz Picasso 8, 14014 Córdoba",37.889742,-4.75846,ChIJ6_O4fI_fbA0RIlLV24ME7Ys,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6_O4fI_fbA0RIlLV24ME7Ys,False,,,
,rest_0333,Quique Dacosta,3,,Dénia,Spain,🇪🇸,"Carrer Rascassa 1, 03700 Dénia, Alicante",38.853742,0.085191,ChIJU1izUBkbnhIRfn-1gHM6C8Y,,,,https://www.google.com/maps/place/?q=place_id:ChIJU1izUBkbnhIRfn-1gHM6C8Y,False,,,
,rest_0334,Akelaŕe,3,,San Sebastian,Spain,🇪🇸,"Padre Orkolaga Ibilbidea 56, 20008 Donostia-San Sebastián, Gipuzkoa",43.307785,-2.043136,ChIJXdMPlZ6wUQ0RgkKFNtNEFXE,,,,https://www.google.com/maps/place/?q=place_id:ChIJXdMPlZ6wUQ0RgkKFNtNEFXE,True,,,
,rest_0335,Arzak,3,,San Sebastian,Spain,🇪🇸,"Alcalde José Elosegi Hiribidea 273, 20015 Donostia-San Sebastián, Gipuzkoa",43.321457,-1.949315,ChIJk16VNUOlUQ0RN9deX3Lcna8,,,,https://www.google.com/maps/place/?q=place_id:ChIJk16VNUOlUQ0RN9deX3Lcna8,False,,,
,rest_0336,Aponiente,3,,El Puerto de Santa María,Spain,🇪🇸,"Calle Francisco Cossi Ochoa s/n, 11500 El Puerto de Santa María, Cádiz",36.603142,-6.216411,ChIJS8jxvenPDQ0Rl6kdS43TPQc,,,,https://www.google.com/maps/place/?q=place_id:ChIJS8jxvenPDQ0Rl6kdS43TPQc,False,,,
,rest_0337,El Celler de Can Roca,3,,Girona,Spain,🇪🇸,"Carrer de Can Sunyer 48, 17007 Girona",41.993364,2.80765,ChIJk14z3xHnuhIR-sQ5JACOBic,,,,https://www.google.com/maps/place/?q=place_id:ChIJk14z3xHnuhIR-sQ5JACOBic,False,,,
,rest_0338,Azurmendi,3,,Larrabetzu,Spain,🇪🇸,"Barrio Leguina s/n, 48195 Larrabetzu, Bizkaia",43.260557,-2.81603,ChIJCeEOclRITg0R_hLIpCMim5A,,,,https://www.google.com/maps/place/?q=place_id:ChIJCeEOclRITg0R_hLIpCMim5A,False,,,
,rest_0339,Martín Berasategui,3,,Lasarte-Oria,Spain,🇪🇸,"Loidi Kalea 4, 20160 Lasarte-Oria, Gipuzkoa",43.26679,-2.015529,ChIJdazzUbCxUQ0Rw9XhbhKiMKM,,,,https://www.google.com/maps/place/?q=place_id:ChIJdazzUbCxUQ0Rw9XhbhKiMKM,False,,,
,rest_0340,Cenador de Amós,3,,Villaverde de Pontones,Spain,🇪🇸,"Plaza del Sol s/n, 39793 Villaverde de Pontones, Cantabria",43.4124,-3.69918,ChIJL4yXdGPKTg0RySq4Ufm7wOU,,,,https://www.google.com/maps/place/?q=place_id:ChIJL4yXdGPKTg0RySq4Ufm7wOU,False,,,
,rest_0341,Casa Marcial,3,,La Salgar,Spain,🇪🇸,"Calle La Salgar s/n, 33549 Arriondas, Asturias",43.418343,-5.193087,ChIJefNOj6QZNg0RLQfBY8NJwn4,,,,https://www.google.com/maps/place/?q=place_id:ChIJefNOj6QZNg0RLQfBY8NJwn4,False,,,
,rest_0350,Atrio,3,,Cáceres,Spain,🇪🇸,"Plaza San Mateo 1, 10003 Cáceres",39.473018,-6.371306,ChIJm1JTpdbfFQ0Rv2Lf-opFjX0,,,,https://www.google.com/maps/place/?q=place_id:ChIJm1JTpdbfFQ0Rv2Lf-opFjX0,True,,,
,rest_0378,Villa Crespi,3,,Orta San Giulio,Italy,🇮🇹,"Via Giuseppe Fava 18, 28016 Orta San Giulio NO",45.796324,8.416004,ChIJZdtD1PEMhkcRiZZbAt8RFqM,,,,https://www.google.com/maps/place/?q=place_id:ChIJZdtD1PEMhkcRiZZbAt8RFqM,True,,,
,rest_0379,Da Vittorio,3,,Brusaporto,Italy,🇮🇹,"Via Cantalupa 17, 24060 Brusaporto BG",45.676036,9.769551,ChIJ4Sv3o_9agUcROCSRC0X4C90,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4Sv3o_9agUcROCSRC0X4C90,False,,,
,rest_0380,Dal Pescatore,3,,Canneto sull'Oglio,Italy,🇮🇹,"Via Runate 15, 46013 Canneto sull'Oglio MN",45.171067,10.357414,ChIJEbzybxqzgUcRn1pQZjdmsH0,,,,https://www.google.com/maps/place/?q=place_id:ChIJEbzybxqzgUcRn1pQZjdmsH0,False,,,
,rest_0381,Enoteca Pinchiorri,3,,Florence,Italy,🇮🇹,"Via Ghibellina 87, 50122 Firenze FI",43.77,11.262222,ChIJJ9GCOAZUKhMRhWUgMfpfvX4,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ9GCOAZUKhMRhWUgMfpfvX4,False,,,
,rest_0382,La Pergola,3,,Rome,Italy,🇮🇹,"Via Alberto Cadlolo 101, 00136 Roma RM",41.918999,12.446661,ChIJHw9AUoRgLxMR2Up1TWI6ZS8,,,,https://www.google.com/maps/place/?q=place_id:ChIJHw9AUoRgLxMR2Up1TWI6ZS8,False,,,
,rest_0383,Enrico Bartolini al MUDEC,3,,Milan,Italy,🇮🇹,"Via Tortona 56, 20144 Milano MI",45.45155,9.161627,ChIJr54jbebDhkcRlR68yNtO368,,,,https://www.google.com/maps/place/?q=place_id:ChIJr54jbebDhkcRlR68yNtO368,False,,,
,rest_0384,Quattro Passi,3,,Nerano,Italy,🇮🇹,"Via Amerigo Vespucci 13N, 80061 Nerano NA",40.585693,14.353484,ChIJZX0FkF6cOxMRoKKKRJPAVsI,,,,https://www.google.com/maps/place/?q=place_id:ChIJZX0FkF6cOxMRoKKKRJPAVsI,False,,,
,rest_0385,Casa Perbellini 12 Apostoli,3,,Verona,Italy,🇮🇹,"Vicolo Corticella San Marco 3, 37121 Verona VR",45.442674,10.996113,ChIJu8s0-1dff0cR-BmaS83pW3U,,,,https://www.google.com/maps/place/?q=place_id:ChIJu8s0-1dff0cR-BmaS83pW3U,False,,,
,rest_0386,La Rei Natura by Michelangelo Mammoliti,3,,Serralunga d'Alba,Italy,🇮🇹,"Via Roddino 21, 12050 Serralunga d'Alba CN",44.594311,7.999737,ChIJieiHWAKx0hIRDIin1Xj3feo,,,,https://www.google.com/maps/place/?q=place_id:ChIJieiHWAKx0hIRDIin1Xj3feo,False,,,
,rest_0424,Hiša Franko,3,,Kobarid,Slovenia,🇸🇮,"Staro selo 1, 5222 Kobarid",46.247249,13.537761,ChIJg2ySsFBbekcR-PLGw2nIRAY,,,,https://www.google.com/maps/place/?q=place_id:ChIJg2ySsFBbekcR-PLGw2nIRAY,False,,,
,rest_0430,Maaemo,3,,Oslo,Norway,🇳🇴,"Dronning Eufemias gate 23, 0194 Oslo",59.907545,10.758183,ChIJhyP_qopuQUYRwvq5k9QGIy8,,,,https://www.google.com/maps/place/?q=place_id:ChIJhyP_qopuQUYRwvq5k9QGIy8,False,,,
,rest_0431,RE-NAA,3,,Stavanger,Norway,🇳🇴,"Nordbøgata 8, 4006 Stavanger",58.973985,5.730862,ChIJG7IDHko1OkYRNC5tAviphS0,,,,https://www.google.com/maps/place/?q=place_id:ChIJG7IDHko1OkYRNC5tAviphS0,False,,,
,rest_0434,Robuchon au Dôme,3,,Macau,Macau,🇲🇴,"43/F, Grand Lisboa, Avenida de Lisboa, Macau",22.190458,113.543295,ChIJuUb6K-l6ATQRts0nKhypN_o,,,,https://www.google.com/maps/place/?q=place_id:ChIJuUb6K-l6ATQRts0nKhypN_o,True,Grand Lisboa,,
,rest_0435,Jade Dragon,3,,Macau,Macau,🇲🇴,"Level 2, The Shops at The Boulevard, City of Dreams, Macau",22.149368,113.565044,ChIJIb6sPwRwATQR7XJPFXV9J-M,,,,https://www.google.com/maps/place/?q=place_id:ChIJIb6sPwRwATQR7XJPFXV9J-M,True,City of Dreams,,
,rest_0441,8 1/2 Otto e Mezzo - Bombana,3,,Hong Kong,Hong Kong,🇭🇰,"Shop 202, Landmark Alexandra, 18 Chater Road, Central, Hong Kong",22.281517,114.158756,ChIJTSKji2QABDQRqD5qV3Bt2d8,,,,https://www.google.com/maps/place/?q=place_id:ChIJTSKji2QABDQRqD5qV3Bt2d8,False,,,
,rest_0442,Amber,3,,Hong Kong,Hong Kong,🇭🇰,"7/F, The Landmark Mandarin Oriental, 15 Queen’s Road Central, Central, Hong Kong",22.281793,114.158427,ChIJK_Ki6GQABDQR6msLLCzNE04,,,,https://www.google.com/maps/place/?q=place_id:ChIJK_Ki6GQABDQR6msLLCzNE04,True,The Landmark Mandarin Oriental,,
