candidate_id,country_code,restaurant_name,resolved_city,city_id,michelin_stars_manifest,michelin_stars_final,star_corrected,coordinate_quality,latitude,longitude,has_michelin_url,hotel_link,classification,notes
fr_0016,FR,La Table de Courcelles - Château de Courcelles,Courcelles-sur-Vesle,7054ae07-df83-4b93-b92a-c38b2929efc5,1,1,no,PROPERTY_EXACT,49.3378635,3.5695851,yes,,APPROVED_FOR_IMPORT,No specific street address found in search snippets -- located at Château de Courcelles hotel property. Will rely on venue-name Nominatim search. | Exact street address (8 Rue du Chateau) discovered v
fr_0018,FR,Le Millénaire,Reims,c575e9b7-0a90-46d0-9908-21c9e16de488,1,1,no,VENUE_EXACT,49.2561359,4.0342620,yes,,APPROVED_FOR_IMPORT,
fr_0019,FR,Arbane,Reims,c575e9b7-0a90-46d0-9908-21c9e16de488,1,1,no,VENUE_EXACT,49.2573210,4.0274053,yes,,APPROVED_FOR_IMPORT,"2-star, chef Philippe Mille"
fr_0020,FR,Racine,Reims,c575e9b7-0a90-46d0-9908-21c9e16de488,2,2,no,VENUE_EXACT,49.2527649,4.0374948,yes,,APPROVED_FOR_IMPORT,"2-star, chef Kazuyuki Tanaka"
fr_0021,FR,Le Parc Les Crayères,Reims,c575e9b7-0a90-46d0-9908-21c9e16de488,2,2,no,ADDRESS_EXACT,49.2411629,4.0518150,yes,,APPROVED_FOR_IMPORT,"2-star, located in Domaine Les Crayeres hotel -- property relationship candidate"
fr_0022,FR,Quai des Saveurs,Hagondange,7b73683c-8da7-443f-9695-e3754ef6268b,1,1,no,VENUE_EXACT,49.2534283,6.1646208,yes,,APPROVED_FOR_IMPORT,
fr_0023,FR,Le Grand Cerf,Montchenot,31d8eb7d-e1f2-40cf-8d7e-84d5867a1963,1,1,no,VENUE_EXACT,49.1617127,4.0108509,yes,,APPROVED_FOR_IMPORT,Postal town given as Villers-Allerand; Montchenot is the specific hamlet -- resolved city Montchenot per city-coverage workstream
fr_0025,FR,L'Orée de la Forêt,Étouy,f50fa646-fde2-4355-a1f4-9599b8e5c089,1,1,no,VENUE_EXACT,49.4145475,2.3686887,yes,,APPROVED_FOR_IMPORT,
fr_0030,FR,Jérôme Feck,Châlons-en-Champagne,dbffabb7-6da8-438a-9eb7-f722a5e5d33b,1,1,no,VENUE_EXACT,48.9569564,4.3649367,yes,,APPROVED_FOR_IMPORT,Located in Hotel d'Angleterre -- property relationship candidate
fr_0031,FR,Le Verbois,Chantilly,383bec8b-7700-446b-817a-8c8a65bc90c8,1,1,no,ADDRESS_EXACT,49.2218736,2.4666385,yes,,APPROVED_FOR_IMPORT,"Actual village is Saint-Maximin, near Chantilly -- source city on file is 'Chantilly', kept for city_id consistency"
fr_0033,FR,Auberge Saint-Walfrid,Sarreguemines,57493eee-c292-4a1b-b3f6-5e09a3d711c5,1,1,no,VENUE_EXACT,49.1147436,7.0448951,yes,,APPROVED_FOR_IMPORT,Also a hotel -- property relationship candidate
fr_0034,FR,La Grange de Belle-Église,Belle-Église,795ecffa-4252-41f1-b64b-57072d45d0db,1,1,no,VENUE_EXACT,49.1921513,2.2145177,yes,,APPROVED_FOR_IMPORT,
fr_0035,FR,La Licorne Royale,Lyons-la-Forêt,702dacbe-6b05-4b99-9860-e088803e6d78,1,1,no,ADDRESS_EXACT,49.3991369,1.4767326,yes,,APPROVED_FOR_IMPORT,
fr_0036,FR,Auberge de la Brie,Couilly-Pont-aux-Dames,3ab18bfd-be91-4f7e-b4b0-da184602c9d5,1,1,no,ADDRESS_EXACT,48.8858117,2.8561850,yes,,APPROVED_FOR_IMPORT,
fr_0039,FR,La Maison dans le Parc,Nancy,eac4ec08-3d02-43f6-b7ad-30e6f14d07ef,1,1,no,VENUE_EXACT,48.6941849,6.1851687,yes,,APPROVED_FOR_IMPORT,
fr_0041,FR,La Vieille Auberge,Villeneuve-le-Comte,3a75d0a1-68ed-4973-8626-1a0ae79caae2,1,1,no,ADDRESS_EXACT,48.8134306,2.8295067,yes,,APPROVED_FOR_IMPORT,
fr_0042,FR,Maison Caillet,Valmont,d73be66e-fa14-4736-8370-1d93d439551a,1,1,no,ADDRESS_EXACT,49.7446263,0.4919090,yes,,APPROVED_FOR_IMPORT,Also a hotel -- property relationship candidate
fr_0044,FR,L'Arnsbourg,Baerenthal,a0eb3a5c-8842-4b52-9bae-d31cab5fe793,1,1,no,VENUE_EXACT,48.9499922,7.5439384,yes,,APPROVED_FOR_IMPORT,Relais & Chateaux
fr_0045,FR,Maison Rostang,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,VENUE_EXACT,48.8814422,2.2985522,yes,,APPROVED_FOR_IMPORT,2-star
fr_0046,FR,Héritages,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8769687,2.3140289,yes,,APPROVED_FOR_IMPORT,
fr_0047,FR,Irwin,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8734481,2.3179173,yes,,APPROVED_FOR_IMPORT,
fr_0048,FR,NESO,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8760543,2.3476567,yes,,APPROVED_FOR_IMPORT,
fr_0049,FR,Le Faham,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8855902,2.3117195,yes,,APPROVED_FOR_IMPORT,Full Michelin name 'Le Faham by Kelly Rangama'
fr_0050,FR,Automne,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8547698,2.3821392,yes,,APPROVED_FOR_IMPORT,
fr_0051,FR,Contraste,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8704298,2.3212953,yes,,APPROVED_FOR_IMPORT,
fr_0052,FR,Anona,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8819840,2.3187180,yes,,APPROVED_FOR_IMPORT,2-star
fr_0053,FR,Fleur de Pavé,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8676694,2.3433379,yes,,APPROVED_FOR_IMPORT,
fr_0054,FR,L'Ours,Vincennes,7a2a2484-ec58-474f-b2f2-210cf282e725,1,1,no,VENUE_EXACT,48.8476364,2.4366153,yes,,APPROVED_FOR_IMPORT,
fr_0055,FR,Jacques Faussat,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8828583,2.3065399,yes,,APPROVED_FOR_IMPORT,
fr_0056,FR,Qui Plume la Lune,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8590800,2.3685636,yes,,APPROVED_FOR_IMPORT,
fr_0057,FR,Frédéric Simonin,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8799467,2.2942003,yes,,APPROVED_FOR_IMPORT,
fr_0058,FR,Agapé,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8848688,2.3069070,yes,,APPROVED_FOR_IMPORT,
fr_0059,FR,Sushi B,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8677062,2.3374280,yes,,APPROVED_FOR_IMPORT,
fr_0060,FR,Chez Michèle,Languimberg,5c82c230-df9a-4de2-8987-7dc47a4b8e9b,1,1,no,VENUE_EXACT,48.7458020,6.8589764,yes,,APPROVED_FOR_IMPORT,
fr_0061,FR,Géosmine,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8655110,2.3705183,yes,,APPROVED_FOR_IMPORT,
fr_0062,FR,Onor,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8736875,2.3087456,yes,,APPROVED_FOR_IMPORT,
fr_0063,FR,Omar Dhiab,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8651635,2.3419355,yes,,APPROVED_FOR_IMPORT,
fr_0064,FR,Accents Table Bourse,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8699222,2.3402797,yes,,APPROVED_FOR_IMPORT,
fr_0065,FR,Maison Dubois,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8761914,2.3213046,yes,,APPROVED_FOR_IMPORT,
fr_0066,FR,Nhome,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8660062,2.3373121,yes,,APPROVED_FOR_IMPORT,
fr_0067,FR,Sushi Yoshinaga,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,VENUE_EXACT,48.8697847,2.3349041,yes,,APPROVED_FOR_IMPORT,
fr_0068,FR,Maison Ruggieri Palais Royal,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8657284,2.3389227,yes,,APPROVED_FOR_IMPORT,
fr_0069,FR,FIEF,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8636174,2.3724967,yes,,APPROVED_FOR_IMPORT,
fr_0071,FR,Shabour,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8659208,2.3490735,yes,,APPROVED_FOR_IMPORT,
fr_0072,FR,Akrame,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8714228,2.3251829,yes,,APPROVED_FOR_IMPORT,"Relocated from 19 Rue Lauriston (16th) to 7 Rue Tronchet (8th) -- current address used, confirmed via Michelin Guide"
fr_0073,FR,Frenchie,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8677442,2.3479751,yes,,APPROVED_FOR_IMPORT,Distinct from 'Frenchie Pigalle' and 'L'Altro Frenchie' -- confirmed via specific Michelin Guide URL slug frenchie262795
fr_0074,FR,Datil,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8636109,2.3573253,yes,,APPROVED_FOR_IMPORT,
fr_0075,FR,Vaisseau,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8531937,2.3825854,yes,,APPROVED_FOR_IMPORT,
fr_0076,FR,Sushi Shunei,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8850881,2.3358119,yes,,APPROVED_FOR_IMPORT,
fr_0077,FR,Épisodes,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8833307,2.3045258,yes,,APPROVED_FOR_IMPORT,
fr_0078,FR,Épicure,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,3,3,no,VENUE_EXACT,48.8717179,2.3148011,yes,Le Bristol Paris,APPROVED_FOR_IMPORT,3-star; located in Le Bristol Paris hotel -- property relationship candidate
fr_0080,FR,Restaurant Le Meurice Alain Ducasse,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,ADDRESS_EXACT,48.8651455,2.3280773,yes,,APPROVED_FOR_IMPORT,2-star; located in Hotel Le Meurice -- property relationship candidate
fr_0081,FR,Trente-Trois,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8652692,2.3047621,yes,,APPROVED_FOR_IMPORT,Located in Maison Villeroy hotel -- property relationship candidate
fr_0082,FR,Le Baudelaire,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8682607,2.3256161,yes,,APPROVED_FOR_IMPORT,Located in Le Burgundy hotel -- property relationship candidate
fr_0083,FR,Bellefeuille - Saint James Paris,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8705158,2.2798626,yes,,APPROVED_FOR_IMPORT,Located in Saint James Paris hotel -- property relationship candidate
fr_0084,FR,Jean Imbert au Plaza Athénée,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8661751,2.3042684,yes,Plaza Athénée,APPROVED_FOR_IMPORT,Located in Hotel Plaza Athenee -- property relationship candidate
fr_0085,FR,Kei,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,3,3,no,VENUE_EXACT,48.8643561,2.3421230,yes,,APPROVED_FOR_IMPORT,3-star
fr_0086,FR,La Scène,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,VENUE_EXACT,48.8720547,2.3145504,yes,,APPROVED_FOR_IMPORT,"2-star; note Michelin also separately lists 'La Scene Theleme' -- confirmed this candidate matches the distinct 'la-scene' URL slug, chef Stephanie Le Quellec"
fr_0087,FR,Le Grand Restaurant - Jean-François Piège,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,ADDRESS_EXACT,48.8701168,2.3192755,yes,,APPROVED_FOR_IMPORT,2-star
fr_0088,FR,Le Taillevent,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,VENUE_EXACT,48.8741490,2.3024714,yes,,APPROVED_FOR_IMPORT,2-star
fr_0089,FR,Alliance,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,VENUE_EXACT,48.8499232,2.3533019,yes,,APPROVED_FOR_IMPORT,2-star
fr_0090,FR,Marsan par Hélène Darroze,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,ADDRESS_EXACT,48.8500436,2.3278425,yes,,APPROVED_FOR_IMPORT,2-star
fr_0091,FR,Le Clarence,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,VENUE_EXACT,48.8674023,2.3097941,yes,,APPROVED_FOR_IMPORT,2-star
fr_0092,FR,David Toutain,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8602539,2.3097147,yes,,APPROVED_FOR_IMPORT,2-star
fr_0094,FR,Pantagruel,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8641463,2.3361736,yes,,APPROVED_FOR_IMPORT,"RELOCATED: moved from 24 rue du Sentier (2nd arr.) to 10 rue de Richelieu (1st arr.) in 2025/2026 -- the old address is now a DIFFERENT restaurant, 'Panurge', same chef Jason Gouzy. Current verified a"
fr_0095,FR,Origines Restaurant,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8702009,2.3112410,yes,,APPROVED_FOR_IMPORT,
fr_0096,FR,Gaya par Pierre Gagnaire,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,ADDRESS_EXACT,48.8565429,2.3241172,yes,,APPROVED_FOR_IMPORT,
fr_0097,FR,Imperial Treasure,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8704493,2.2992053,yes,,APPROVED_FOR_IMPORT,Located in La Clef Champs-Elysees Paris hotel -- property relationship candidate
fr_0098,FR,Substance,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8673236,2.2976240,yes,,APPROVED_FOR_IMPORT,
fr_0099,FR,Baieta,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8501437,2.3523081,yes,,APPROVED_FOR_IMPORT,
fr_0100,FR,Zostera,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8743141,2.2826153,yes,,APPROVED_FOR_IMPORT,
fr_0101,FR,Astrance,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8650912,2.2897810,yes,,APPROVED_FOR_IMPORT,"RELOCATED: closed ~3 years for COVID/renovation, reopened at new address (former Jamin premises) -- current verified address used, not the pre-closure one"
fr_0103,FR,Restaurant H,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8544888,2.3679571,yes,,APPROVED_FOR_IMPORT,
fr_0104,FR,L'Arôme,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8731735,2.3088160,yes,,APPROVED_FOR_IMPORT,
fr_0105,FR,Yoshinori,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8529975,2.3377554,yes,,APPROVED_FOR_IMPORT,
fr_0106,FR,Armani Ristorante,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8536548,2.3328389,yes,,APPROVED_FOR_IMPORT,"POSTCODE CORRECTION: WebSearch summary internally contradicted itself, stating '75012' while also stating the location is 'St-Germain-des-Prés' -- Place du Quebec is geographically in the 6th arrondis"
fr_0107,FR,Le Violon d'Ingres,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8582007,2.3018850,yes,,APPROVED_FOR_IMPORT,
fr_0108,FR,Pages,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8709238,2.2962081,yes,,APPROVED_FOR_IMPORT,
fr_0109,FR,La Scène Thélème,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8762593,2.2951581,yes,,APPROVED_FOR_IMPORT,"Confirmed distinct from 'La Scene' (fr_0086, Stephanie Le Quellec) via separate Michelin Guide URL slug"
fr_0110,FR,Pertinence,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8570742,2.3034841,yes,,APPROVED_FOR_IMPORT,
fr_0111,FR,Auguste,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8562753,2.3170116,yes,,APPROVED_FOR_IMPORT,
fr_0112,FR,114 Faubourg,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8718416,2.3144851,yes,,APPROVED_FOR_IMPORT,Located in Le Bristol Paris hotel -- property relationship candidate. NOTE: one source states the restaurant is 'temporarily closed until further notice' as of this research -- address/location unaffe
fr_0113,FR,Lasserre,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8663234,2.3099159,yes,,APPROVED_FOR_IMPORT,
fr_0114,FR,Jin,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8653406,2.3318567,yes,,APPROVED_FOR_IMPORT,
fr_0115,FR,Le Sergent Recruteur,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8519572,2.3560211,yes,,APPROVED_FOR_IMPORT,
fr_0116,FR,Granite,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8610076,2.3419911,yes,,APPROVED_FOR_IMPORT,
fr_0117,FR,Le Cinq,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,3,3,no,VENUE_EXACT,48.8686738,2.3007762,yes,,APPROVED_FOR_IMPORT,"3-star; located in Four Seasons Hotel George V -- property relationship candidate. Shares street address with Le George (fr_0120) and L'Orangerie (fr_0126), all distinct restaurants inside the same ho"
fr_0118,FR,Hakuba,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,VENUE_EXACT,48.8588656,2.3421867,yes,Cheval Blanc Paris,APPROVED_FOR_IMPORT,"2-star; located in Cheval Blanc Paris hotel -- property relationship candidate. Shares street address with Le Tout-Paris (fr_0122), both distinct restaurants inside the same hotel."
fr_0119,FR,Espadon,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8681448,2.3285389,yes,,APPROVED_FOR_IMPORT,Located in Ritz Paris hotel -- property relationship candidate
fr_0120,FR,Le George,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8687237,2.3001825,yes,,APPROVED_FOR_IMPORT,Located in Four Seasons Hotel George V -- property relationship candidate; see fr_0117 note
fr_0121,FR,Il Carpaccio,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8757736,2.3002863,yes,,APPROVED_FOR_IMPORT,Located in Le Royal Monceau hotel -- property relationship candidate
fr_0122,FR,Le Tout-Paris,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8587643,2.3423190,yes,Cheval Blanc Paris,APPROVED_FOR_IMPORT,Located in Cheval Blanc Paris hotel -- property relationship candidate; see fr_0118 note
fr_0123,FR,Pierre Gagnaire,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,3,3,no,VENUE_EXACT,48.8733364,2.3004153,yes,,APPROVED_FOR_IMPORT,3-star; located in Hotel Balzac -- property relationship candidate
fr_0125,FR,L'Abysse Paris,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,ADDRESS_EXACT,48.8661093,2.3156834,yes,,APPROVED_FOR_IMPORT,"2-star; located in Pavillon Ledoyen -- property relationship candidate. Shares exact street address with Pavyllon Paris (fr_0134), a distinct restaurant in the same estate."
fr_0127,FR,Guy Savoy,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,VENUE_EXACT,48.8565393,2.3395348,yes,,APPROVED_FOR_IMPORT,Located in Monnaie de Paris -- property relationship candidate
fr_0128,FR,L'Ambroisie,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,VENUE_EXACT,48.8554103,2.3643002,yes,,APPROVED_FOR_IMPORT,
fr_0129,FR,Virtus,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,2,2,no,VENUE_EXACT,48.8502518,2.3781248,yes,,APPROVED_FOR_IMPORT,2-star
fr_0130,FR,HANADA,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8587049,2.3315202,yes,,APPROVED_FOR_IMPORT,
fr_0131,FR,Monsieur Dior by Yannick Alléno,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8666928,2.3061198,yes,,APPROVED_FOR_IMPORT,Located inside the Dior flagship building -- property relationship candidate
fr_0132,FR,Prévelle,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8599844,2.3154233,yes,,APPROVED_FOR_IMPORT,
