hotel_code,name,city,country,address,latitude,longitude,google_place_id,michelin_url,website_url,michelin_keys,key_status,inclusion_reason,location_classification
hotel_718,Mandarin Oriental Hong Kong,Hong Kong,Hong Kong,"5 Connaught Road Central, Hong Kong",22.281886,114.159397,,https://guide.michelin.com/en/hotels-stays/hong-kong-island/mandarin-oriental-hong-kong-6202,https://www.mandarinoriental.com/en/hong-kong/victoria-harbour,1,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_719,Rosewood Hong Kong,Hong Kong,Hong Kong,"Victoria Dockside, 18 Salisbury Road, Tsim Sha Tsui, Kowloon",22.294701,114.175805,,https://guide.michelin.com/us/en/hotels-stays/kowloon/rosewood-hong-kong-9412,https://www.rosewoodhotels.com/en/hong-kong,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_720,The Peninsula Hong Kong,Hong Kong,Hong Kong,"Salisbury Road, Tsim Sha Tsui, Kowloon",22.295066,114.171789,,https://guide.michelin.com/us/en/hotels-stays/kowloon/the-peninsula-hong-kong-5650,https://www.peninsula.com/,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_721,Upper House Hong Kong,Hong Kong,Hong Kong,"Pacific Place, 88 Queensway, Admiralty, Hong Kong",22.277495,114.166391,,https://guide.michelin.com/en/hotels-stays/hong-kong-island/the-upper-house-hong-kong-5205,https://www.upperhouse.com/en/hongkong/,2,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_722,Amanbagh,Ajabgarh,India,"Amanbagh Resort, Ajabgarh, Village Alwar 301027, Rajasthan",27.169457,76.294427,,https://guide.michelin.com/us/en/hotels-stays/ajabgarh/amanbagh-7251,https://www.aman.com/resorts/amanbagh,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_724,The Johri,Jaipur,India,"3950, MSB Ka Rasta, Johri Bazar, Ghat Darwaza, Jaipur, Rajasthan",26.918638,75.826477,,https://guide.michelin.com/en/hotels-stays/jaipur/the-johri-jaipur-12399,https://www.thejohrijaipur.com/,1,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_725,The Oberoi Amarvilas,Agra,India,"Taj East Gate Road, Agra",27.167998,78.049014,,https://guide.michelin.com/en/hotels-stays/agra/the-oberoi-amarvilas-6143,https://www.oberoihotels.com/hotels-in-agra-amarvilas-resort/,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_726,The Taj Mahal Palace,Mumbai,India,"Apollo Bunder, Colaba, Mumbai, Maharashtra, India",18.9217291,72.8330309,,https://guide.michelin.com/en/hotels-stays/mumbai/taj-mahal-palace-mumbai-8799,https://www.tajhotels.com/en-in/hotels/taj-mahal-palace-mumbai,1,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_727,Desa Potato Head,Bali,Indonesia,"Jalan Petitenget No. 51B, Seminyak, Kuta Utara, Bali 80361, Indonesia",-8.6792173,115.1500396,,https://guide.michelin.com/en/hotels-stays/seminyak/desa-potato-head-bali-8192,https://seminyak.potatohead.co/,,confirmed_absent,worlds_50_best,READY_HIGH
hotel_728,Mandapa,Bali,Indonesia,"Jalan Kedewatan, Banjar Kedewatan, Ubud, Gianyar, Bali 80571, Indonesia",-8.48588722,115.24423885,,https://guide.michelin.com/en/hotels-stays/ubud/mandapa-a-ritz-carlton-reserve-10894,https://www.ritzcarlton.com/en/hotels/dpsub-mandapa-a-ritz-carlton-reserve/overview/,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_729,Nihi Sumba,Sumba Island,Indonesia,"Hoba Wawi, Wanokaka, West Sumba Regency, East Nusa Tenggara, Indonesia",-9.7776308,119.3762222,,https://guide.michelin.com/is/en/hotels-stays/sumba/nihi-sumba-9235,https://nihi.com/sumba/,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_730,The Datai,Langkawi,Malaysia,"Jalan Teluk Datai, 07000 Pulau Langkawi, Kedah Darul Aman, Malaysia",6.422309,99.670442,,https://guide.michelin.com/us/en/hotels-stays/langkawi/the-datai-7463,https://www.thedatai.com/,,confirmed_absent,worlds_50_best,READY_HIGH
hotel_731,Soneva Fushi,"Eydhafushi, Baa Atoll",Maldives,"Kunfunadhoo Island, Baa Atoll, Maldives",5.112055,73.078026,,https://guide.michelin.com/en/hotels-stays/kunfunadhoo-island/soneva-fushi-316,https://soneva.com/resorts/soneva-fushi/,3,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_732,Soneva Jani,Noonu Atoll,Maldives,"Medhufaru Island, Noonu Atoll, Maldives",5.720434,73.415032,,https://guide.michelin.com/en/hotels-stays/medhufaru-island-noonu-atoll/soneva-jani-9087,https://soneva.com/resorts/soneva-jani/,2,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_734,Chablé Yucatán,"Chocholá, Yucatán",Mexico,"Tablaje 642, San Antonio Chablé, 97816 Chocholá, Yucatán, Mexico",20.754219,-89.8614384,,https://guide.michelin.com/be/nl/hotels-stays/chochola/chable-yucatan-8415,https://yucatan.chablehotels.com/,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_735,Hotel Esencia,Tulum,Mexico,"Carretera Cancún–Tulum Km 265, Xpu-Ha, Quintana Roo, Mexico",20.481945,-87.256164,,https://guide.michelin.com/us/en/hotels-stays/playa-del-carmen/hotel-esencia-2171,https://hotelesencia.com/,3,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_736,Las Ventanas al Paraíso,Los Cabos,Mexico,"KM 19.5 Ctra. Transpeninsular, San José del Cabo, BCS, Mexico",22.97937,-109.770454,,https://guide.michelin.com/us/en/hotels-stays/los-cabos/las-ventanas-al-paraiso-a-rosewood-resort-7368,https://www.rosewoodhotels.com/en/las-ventanas-los-cabos,2,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_737,Maroma,Riviera Maya,Mexico,"Carretera Cancún-Tulum Km 51, Punta Maroma, 77710 Riviera Maya, Quintana Roo, Mexico",20.74028,-86.96583,,https://guide.michelin.com/us/en/hotels-stays/punta-maroma/maroma-a-belmond-hotel-riviera-maya-2971,https://www.belmond.com/hotels/north-america/mexico/riviera-maya/belmond-maroma-resort-and-spa/,2,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_738,Montage Los Cabos,Cabo San Lucas,Mexico,"Carretera Transpeninsular KM 12.5, Int. Bahía Santa María, 23450 Cabo San Lucas, BCS, Mexico",22.930165,-109.816378,,https://guide.michelin.com/us/en/hotels-stays/los-cabos/montage-los-cabos-8741,https://www.montage.com/loscabos/,2,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_740,Rosewood Mayakoba,Playa del Carmen,Mexico,"Ctra. Federal Cancún–Playa del Carmen Km 298, Solidaridad, Quintana Roo, Mexico",20.687928,-87.02013,,,,,unknown,worlds_50_best,READY_MEDIUM
hotel_741,La Mamounia,Marrakech,Morocco,"Avenue Bab Jdid, Marrakech 40040, Morocco",31.6213829,-7.9974419,,https://guide.michelin.com/us/en/hotels-stays/marrakech/la-mamounia-2401,https://mamounia.com/en/,3,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_742,Royal Mansour,Marrakech,Morocco,"Rue Abou El Abbas Sebti, Medina, Marrakech 40034, Morocco",31.6252691,-7.9983024,,https://guide.michelin.com/us/en/hotels-stays/marrakech/royal-mansour-5181,https://www.royalmansour.com/en/marrakech/,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_743,Huka Lodge,Taupō,New Zealand,"Huka Falls Road, Rangatira Park, Taupō 3377, New Zealand",-38.6546899,176.0868588,,https://guide.michelin.com/us/en/hotels-stays/taupo/huka-lodge-6105,https://hukalodge.com/,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_744,Six Senses Zighy Bay,Zighy Bay,Oman,"Zighy Bay Road, Zighy, Dibba, Musandam Governorate, Oman",25.7100231,56.272654,,https://guide.michelin.com/us/en/hotels-stays/dibba/six-senses-zighy-bay-oman-6046,https://www.sixsenses.com/en/resorts/zighy-bay,1,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_745,Palacio Nazarenas,Cusco,Peru,"Calle Plazoleta Nazarenas 223, Cusco, Perú",-13.514797,-71.976713,,https://guide.michelin.com/ie/en/hotels-stays/cusco/palacio-nazarenas-a-belmond-hotel-cusco-6409,https://www.belmond.com/en/hotels/south-america/peru/palacio-nazarenas-cusco,1,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_746,Mount Nelson,Cape Town,South Africa,"76 Orange Street, Gardens, Cape Town, 8001, South Africa",-33.93204,18.411685,,https://guide.michelin.com/en/hotels-stays/cape-town/mount-nelson-a-belmond-hotel-cape-town-5950,https://www.belmond.com/en/hotels/africa/south-africa/mount-nelson-cape-town,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_748,Amangalla,Galle,Sri Lanka,"10 Church Street, Fort, Galle, 80000, Sri Lanka",6.03306,80.21667,,https://guide.michelin.com/us/en/hotels-stays/galle/amangalla-7252,https://www.aman.com/resorts/amangalla,1,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_749,Eden Rock,Saint-Jean,St. Barthélemy,"Baie de Saint Jean, 97133 Saint Barthélemy, French West Indies",17.90306,-62.83611,,,https://www.oetkerhotels.com/hotels/eden-rock-st-barths/,,unknown,worlds_50_best,READY_MEDIUM
hotel_750,Ett Hem,Stockholm,Sweden,"Sköldungagatan 2, SE-114 27 Stockholm, Sweden",59.3456028,18.0677011,,https://guide.michelin.com/en/hotels-stays/stockholm/ett-hem-7183,https://www.etthem.se/,1,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_751,Aman Nai Lert,Bangkok,Thailand,"1 Soi Somkid, Lumpini, Pathumwan, Bangkok 10330, Thailand",13.746968,100.5463261,,https://guide.michelin.com/rs/en/hotels-stays/bangkok/aman-nai-lert-13857,https://www.aman.com/hotels/aman-nai-lert-bangkok,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_752,Capella Bangkok,Bangkok,Thailand,"300/2 Charoen Krung Rd (Soi Charoenkrung 62), Yan Nawa, Sathon, Bangkok 10120, Thailand",13.7132727,100.5111616,,https://guide.michelin.com/en/hotels-stays/bangkok/capella-bangkok-12207,https://capellahotels.com/en/capella-bangkok,2,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_753,Dusit Thani Bangkok,Bangkok,Thailand,"98 Rama IV Road, Silom, Bang Rak, Bangkok 10500, Thailand",13.7282719,100.5381009,ChIJNR_QAkSf4jARbTRljQDBL70,https://guide.michelin.com/us/en/hotels-stays/bangkok/dusit-thani-bangkok-14928,https://www.dusit.com/dusitthani-bangkok/,1,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_754,Four Seasons Bangkok at Chao Phraya River,Bangkok,Thailand,"300/1 Charoen Krung Road, Yannawa, Sathorn, Bangkok 10120, Thailand",13.7117012,100.5099107,,https://guide.michelin.com/en/hotels-stays/bangkok/four-seasons-bangkok-13358,https://www.fourseasons.com/bangkok/,2,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_755,Mandarin Oriental Bangkok,Bangkok,Thailand,"48 Oriental Avenue, Bang Rak, Bangkok 10500, Thailand",13.7238854,100.5141549,,https://guide.michelin.com/us/en/hotels-stays/bangkok/mandarin-oriental-bangkok-6088,https://www.mandarinoriental.com/en/bangkok/chao-phraya-river,3,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_756,Rosewood Bangkok,Bangkok,Thailand,"1041/38 Ploenchit Road, Lumpini, Pathumwan, Bangkok 10330, Thailand",13.74338,100.54976,,https://guide.michelin.com/th/th/hotels-stays/bangkok/rosewood-bangkok-11140,https://www.rosewoodhotels.com/en/bangkok,2,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_757,The Siam,Bangkok,Thailand,"3/2 Thanon Khao, Vachirapayabal, Dusit, Bangkok 10300, Thailand",13.7814475,100.5053826,,https://guide.michelin.com/us/en/hotels-stays/bangkok/the-siam-7829,https://www.thesiamhotel.com/,3,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_758,Maçakızı,Bodrum,Turkey,"Kesire Mevkii, Narçiçeği Sokak, 48400 Göltürkbükü (Bodrum), Türkiye",37.136472,27.380201,,https://guide.michelin.com/en/hotels-stays/bodrum/macakizi-5656,https://www.macakizi.com/,,unknown,worlds_50_best,READY_HIGH
hotel_759,Atlantis The Royal,Dubai,United Arab Emirates,"Crescent Road, The Palm Jumeirah, Dubai, UAE (P.O. Box 211222)",25.137842,55.1273367,,https://guide.michelin.com/en/hotels-stays/palm-jumeirah/atlantis-the-royal-dubai-12999,https://www.atlantis.com/dubai/atlantis-the-royal,3,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_760,Jumeirah Marsa Al Arab,Dubai,United Arab Emirates,"Umm Suqeim 3, Jumeirah Road, Dubai, UAE",25.1442961,55.1903353,,https://guide.michelin.com/us/en/hotels-stays/dubai/jumeirah-marsa-al-arab-16587,https://www.jumeirah.com/en/stay/dubai/jumeirah-marsa-al-arab,,unknown,worlds_50_best,READY_HIGH
hotel_761,The Lana,Dubai,United Arab Emirates,"Marasi Drive, Business Bay, Dubai, UAE",25.188041,55.2882653,,https://guide.michelin.com/en/hotels-stays/dubai/the-lana-dorchester-collection-13525,https://www.dorchestercollection.com/dubai/the-lana,1,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_762,Claridge's,London,United Kingdom,"Claridge's, Brook Street, Mayfair, London, W1K 4HR, UK",51.5125,-0.1475,,https://guide.michelin.com/en/hotels-stays/london/claridges-5908,https://www.claridges.co.uk/,3,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_763,Estelle Manor,Witney,United Kingdom,"Eynsham Park, North Leigh, Oxfordshire, OX29 6PN, England",51.8078183,-1.4278458,,https://guide.michelin.com/us/en/hotels-stays/north-leigh/estelle-manor-13559,https://estellemanor.com/,1,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_764,Gleneagles,Auchterarder,United Kingdom,"The Gleneagles Hotel, Auchterarder, Perthshire, Scotland",56.2829063,-3.7517399,,https://guide.michelin.com/us/en/hotels-stays/auchterarder/the-gleneagles-hotel-11426,https://www.gleneagles.com/,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_765,NoMad London,London,United Kingdom,"28 Bow Street, London",51.5135071,-0.1220797,,https://guide.michelin.com/en/hotels-stays/london/nomad-london-11950,https://www.thenomadhotel.com/london/,1,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_766,Raffles London at The OWO,London,United Kingdom,"57 Whitehall, London",51.5055488,-0.125098,,https://guide.michelin.com/gb/en/hotels-stays/london/raffles-london-at-the-owo-123591-13407,https://www.raffles.com/london/,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_767,The Connaught,London,United Kingdom,"Carlos Place, Mayfair, London",51.5102521,-0.1498169,,https://guide.michelin.com/gr/en/hotels-stays/london/the-connaught-5891,https://www.the-connaught.co.uk/,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_768,The Emory,London,United Kingdom,"Old Barrack Yard, London",51.501951,-0.154946,,https://guide.michelin.com/us/en/hotels-stays/london/the-emory-13706,https://www.the-emory.co.uk/,1,confirmed,michelin_key_and_worlds_50_best,READY_MEDIUM
hotel_769,The Newt in Somerset,Castle Cary,United Kingdom,"Hadspen, Bruton, near Castle Cary, Somerset",51.0812007,-2.490817,,https://guide.michelin.com/us/en/hotels-stays/bruton/the-newt-in-somerset-13497,https://thenewtinsomerset.com/,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_770,The Savoy,London,United Kingdom,"Strand, London",51.5101494,-0.1205205,,https://guide.michelin.com/en/hotels-stays/london/the-savoy-6697,https://www.thesavoylondon.com/,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_771,Aman New York,New York,United States,"The Crown Building, 730 Fifth Avenue, New York, NY",40.762892,-73.974565,,https://guide.michelin.com/us/en/hotels-stays/nyc/aman-new-york-13416,https://www.aman.com/hotels/aman-new-york,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_772,Amangiri,Canyon Point,United States,"1 Kayenta Road, Canyon Point, UT",37.014599,-111.611298,ChIJq-qcNtwhNYcRazgIZDEKTIc,,https://www.aman.com/resorts/amangiri,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_773,Equinox Hotel New York,New York City,United States,"33 Hudson Yards, New York, NY",40.7545403,-74.0020334,,https://guide.michelin.com/us/en/hotels-stays/nyc/equinox-hotel-new-york-11130,https://equinox-hotels.com/nyc/,,unknown,worlds_50_best,READY_HIGH
hotel_774,Four Seasons at The Surf Club,Surfside,United States,"9011 Collins Avenue, Surfside, FL",25.8773181,-80.1211661,,https://guide.michelin.com/us/en/hotels-stays/miami/four-seasons-hotel-at-the-surf-club-12443,https://www.fourseasons.com/surfside/,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_775,Hotel Bel-Air,Los Angeles,United States,"701 Stone Canyon Road, Los Angeles, CA",34.086597,-118.446351,ChIJ4XfXK_G8woARbUYxTMpyDo8,https://guide.michelin.com/en/hotels-stays/los-angeles-area/hotel-belair-5941,https://www.dorchestercollection.com/los-angeles/hotel-bel-air/,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_776,San Ysidro Ranch,Santa Barbara,United States,"900 San Ysidro Lane, Santa Barbara, CA",34.447046,-119.623345,,https://guide.michelin.com/us/en/hotels-stays/santa-barbara/san-ysidro-ranch-7575,https://www.sanysidroranch.com/,,unknown,worlds_50_best,READY_HIGH
hotel_777,The Beverly Hills Hotel,Los Angeles,United States,"9641 Sunset Boulevard, Beverly Hills, CA",34.0814361,-118.4136917,ChIJjWrkXge8woARQa2f1ewAZqA,,https://www.dorchestercollection.com/los-angeles/the-beverly-hills-hotel/,3,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_778,The Carlyle,New York,United States,"35 East 76th Street, New York, NY",40.7744,-73.9631,ChIJEQ6D9pRYwokR5TXzH7ACo7I,https://guide.michelin.com/us/en/hotels-stays/nyc/the-carlyle-186,https://www.rosewoodhotels.com/en/the-carlyle-new-york,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_779,The Fifth Avenue Hotel,New York,United States,"1 West 28th Street, New York, NY",40.744913,-73.9875253,,,https://www.thefifthavenuehotel.com/,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_780,The Greenwich Hotel,New York,United States,"377 Greenwich Street, New York, NY",40.7198261,-74.0099111,,https://guide.michelin.com/us/en/hotels-stays/nyc/the-greenwich-hotel-6079,https://www.thegreenwichhotel.com/,1,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
hotel_781,The Mark,New York,United States,"25 East 77th Street (Madison Avenue at 77th Street), New York, NY",40.7752444,-73.9634361,,https://guide.michelin.com/en/hotels-stays/nyc/the-mark-hotel-5617,https://www.themarkhotel.com/,2,confirmed,michelin_key_and_worlds_50_best,READY_HIGH
