candidate_id,name,city,country,inclusion_reason,michelin_keys,key_confidence,w50b_appearances,status
hotel_201,Chiemgauhof Lakeside Retreat,Übersee,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_202,Steigenberger Icon Europäischer Hof Baden Baden,Baden-Baden,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_203,HUBERTUS Mountain Refugio Allgäu,Oberallgäu,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_204,Schlosshotel Burg Schlitz,Hohen Demzin,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_205,1884 Norderney,Norderney,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_206,Hof Galerie,Sylt,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_207,Hotel Deimann,Schmallenberg,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_208,Hotel Romantischer Winkel - RoLigio® & Wellness Resort,Bad Sachsa,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_209,Hotel Maximilian's,Augsburg,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_210,Parkhotel Adler,Hinterzarten,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_211,Strandhotel Fischland,Dierhagen,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_212,niXe Boutiquehotel & Spa,Binz,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_213,The Wellem,Düsseldorf,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_214,Das James,Flensburg,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_215,Strandhaus Spreewald,Lübben,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_216,Maison Messmer,Baden-Baden,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_217,Do & Co Hotel Munich,Munich,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_218,Mauritzhof Hotel Münster,Münster,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_219,Boutique-Hotel Friesinger,Kressbronn am Bodensee,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_220,Steigenberger Icon Parkhotel Düsseldorf,Düsseldorf,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_221,DAS.HOCHGRAT,Oberstaufen,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_222,ROEWERS Privathotel,Ostseebad Sellin,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_223,Hotel Exquisit,Oberstdorf,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_224,Hotel Breitenburg,Breitenburg,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_225,Maximilian,Oberammergau,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_226,JW Marriott Hotel Frankfurt,Frankfurt am Main,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_227,"Lieser Castle, Autograph Collection",Lieser,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_228,Das Graseck Mountain Hideaway & Healthcare,Garmisch-Partenkirchen,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_229,Boutiquehotel Blaue Burg Falkenstein,Pfronten,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_230,Staudacherhof,Garmisch-Partenkirchen,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_231,Kulturhof Stanggass,Berchtesgaden,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_232,Haubers Naturresort,Oberstaufen,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_233,Das Rübezahl,Schwangau,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_234,Gewandhaus Dresden,Dresden,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_235,Landhaus Severin*s Morsum Kliff,Sylt,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_236,Hotel Engel Obertal - Wellness & Genuss Resort,Baiersbronn,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_237,"Koenigshof, a Luxury Collection Hotel, Munich",Munich,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_238,Hotel Die Sonne Frankenberg,Frankenberg,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_239,Hotel Kronelamm im Schwarzwald,Bad Teinach-Zavelstein,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_240,Hotel Alpenkönig,Oberstaufen,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_241,Hotel Restaurant Spa Torkel,Nonnenhorn,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_242,"Roomers Berlin Steinplatz, Autograph Collection",Berlin,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_243,Heidelberg Suites,Heidelberg,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_244,Andaz Munich Schwabinger Tor,Munich,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_245,BEYOND by Geisel,Munich,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_246,Werdenfelserei,Garmisch-Partenkirchen,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_247,Tortue Hamburg,Hamburg,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_248,Spa & Resort Bachmair Weissach,Rottach-Egern,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_249,Hotel / Weingut Meintzinger,Frickenhausen,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_250,Widmann's Löwen,Königsbronn,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_251,Hotel Dollenberg,Bad Peterstal-Griesbach,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_252,Hotel PURS,Andernach,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_253,Hotel Villa Sorgenfrei & Restaurant Atelier Sanssouci,Dresden,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_254,Hotel Europäischer Hof Heidelberg,Heidelberg,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_255,Hotel Rebstock Durbach,Durbach,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_256,The Ritz-Carlton Wolfsburg,Wolfsburg,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_257,Hotel Heinzler am See,Immenstaad am Bodensee,Germany,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_29,Rosewood Schloss Fuschl,Hof bei Salzburg,Austria,michelin_key,3,existing_catalogue,0,IN_CATALOGUE
hotel_30,Hotel Sacher Wien,Vienna,Austria,michelin_key_and_worlds_50_best,3,existing_catalogue,1,IN_CATALOGUE
hotel_31,DAS EDELWEISS - Salzburg Mountain Resort,Grossarl,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_32,Family Nature Resort Moar Gut,Grossarl,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_33,TOP Hotel Hochgurgl,Hochgurgl,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_34,Grand Tirolia Kitzbühel,Kitzbühel,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_35,Naturhotel Waldklause,Längenfeld,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_36,Hotel Almhof Schneider,Lech am Arlberg,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_37,Severins – The Alpine Retreat,Lech am Arlberg,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_38,Alpen-Wellness Resort Hochfirst,Obergurgl,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_39,Schloss Mönchstein,Salzburg,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_40,Hotel Tannenhof,St. Anton am Arlberg,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_41,Hotel Schloss Seefels,Techelsberg,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_42,Aktiv & Wellnesshotel Bergfried,Tux,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_43,Falkensteiner Schlosshotel Velden,Velden am Wörthersee,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_44,Hotel Imperial,Vienna,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_45,Hotel Sans Souci Wien,Vienna,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_46,Park Hyatt Vienna,Vienna,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_47,Rosewood Vienna,Vienna,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_48,The Amauris Vienna,Vienna,Austria,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_119,Das Kronthaler,Achenkirch,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_120,Scheiblhofer THE RESORT,Andau,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_121,The Comodo Bad Gastein,Bad Gastein,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_122,Eriro,Ehrwald,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_123,Schlosshotel Fiss,Fiss,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_124,Impulshotel FREIGOLD,Freistadt,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_125,Bergblick,Grän-Haldensee,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_126,Genießer- & Romantikhotel DAS SCHIFF,Hittisau,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_127,Boutique Hotel Weisses Rössl,Innsbruck,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_128,Elizabeth Arthotel,Ischgl,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_129,Hotel Trofana Royal Resort,Ischgl,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_130,Schlosshotel Ischgl,Ischgl,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_131,Hotel Kitzhof Mountain Design Resort,Kitzbühel,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_132,Hotel Weisses Roessl,Kitzbühel,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_133,Schwarzer Adler - Adults Only,Kitzbühel,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_134,Post Lech Arlberg,Lech am Arlberg,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_135,Burg Vital Resort,Lech am Arlberg,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_136,Walch's Rote Wand Gourmet Hotel,Lech am Arlberg,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_137,Hotel Krallerhof,Leogang,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_138,mama thresl,Leogang,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_139,Naturhotel Forsthofgut,Leogang,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_140,die HOCHKÖNIGIN Mountain Resort,Maria Alm am Steinernen Meer,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_141,Hideaway Hotel Montestyria Chalets & Suiten,Mariazell,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_142,ZillergrundRock Luxury Mountain Resort,Mayrhofen,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_143,Spa Hotel Jagdhof,Neustift im Stubaital,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_144,Alpenresort Schwarz,Obermieming,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_145,Holzleiten Bio Wellness Hotel,Obsteig,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_146,MALAT Weingut und Hotel,Palt,Austria,michelin_key,1,existing_catalogue,0,IN_CATALOGUE
hotel_49,Grand Resort Bad Ragaz,Bad Ragaz,Switzerland,michelin_key,3,existing_catalogue,0,IN_CATALOGUE
hotel_50,Hotel Les Trois Rois,Basel,Switzerland,michelin_key,3,existing_catalogue,0,IN_CATALOGUE
hotel_51,Bürgenstock Resort,Bürgenstock,Switzerland,michelin_key,3,existing_catalogue,0,IN_CATALOGUE
hotel_52,Beau-Rivage Geneva,Geneva,Switzerland,michelin_key,3,existing_catalogue,0,IN_CATALOGUE
hotel_53,"The Woodward, Auberge Collection",Geneva,Switzerland,michelin_key,3,existing_catalogue,0,IN_CATALOGUE
hotel_54,The Alpina Gstaad,Gstaad,Switzerland,michelin_key,3,existing_catalogue,0,IN_CATALOGUE
hotel_55,Badrutt's Palace Hotel,St. Moritz,Switzerland,michelin_key_and_worlds_50_best,3,existing_catalogue,2,IN_CATALOGUE
hotel_56,Carlton Hotel St. Moritz,St. Moritz,Switzerland,michelin_key,3,existing_catalogue,0,IN_CATALOGUE
hotel_57,Baur au Lac,Zurich,Switzerland,michelin_key,3,existing_catalogue,0,IN_CATALOGUE
hotel_58,The Chedi Andermatt,Andermatt,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_59,Tschuggen Grand Hotel,Arosa,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_60,Valsana Hotel & Appartements,Arosa,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_61,Castello del Sole Beach Resort & Spa,Ascona,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_62,Hotel Eden Roc,Ascona,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_63,Hotel Bellevue Palace Bern,Bern,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_64,Guarda Golf Hotel & Residences,Crans-Montana,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_65,Hostellerie du Pas de l'Ours,Crans-Montana,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_66,LeCrans Hotel & Spa,Crans-Montana,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_67,Hotel Villa Honegg,Ennetbürgen,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_68,Four Seasons Hotel des Bergues,Geneva,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_69,"The Ritz-Carlton Hotel de la Paix, Geneva",Geneva,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_70,Gstaad Palace,Gstaad,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
hotel_71,Le Grand Bellevue,Gstaad,Switzerland,michelin_key,2,existing_catalogue,0,IN_CATALOGUE
